char,unicode,cho,jung,jong,v240_cho_piece,v240_jung_piece,v240_jong_piece,official_cho_piece,official_jung_piece,official_jong_piece,pixel_hamming,changed
뎱,U+B3B1,3,7,9,84,212,257,104,234,313,21,1
뎲,U+B3B2,3,7,10,84,212,258,104,234,314,12,1
뎳,U+B3B3,3,7,11,84,212,259,104,234,315,12,1
뎴,U+B3B4,3,7,12,84,212,260,104,234,316,12,1
뎵,U+B3B5,3,7,13,84,212,261,104,234,317,12,1
뎶,U+B3B6,3,7,14,84,212,262,104,234,318,12,1
뎷,U+B3B7,3,7,15,84,212,263,104,234,319,12,1
뎸,U+B3B8,3,7,16,84,212,264,104,234,320,28,1
뎹,U+B3B9,3,7,17,84,212,265,104,234,321,28,1
뎺,U+B3BA,3,7,18,84,212,266,104,234,322,12,1
뎻,U+B3BB,3,7,19,84,212,267,104,234,323,12,1
뎼,U+B3BC,3,7,20,84,212,268,104,234,324,12,1
뎽,U+B3BD,3,7,21,84,212,269,104,234,325,28,1
뎾,U+B3BE,3,7,22,84,212,270,104,234,326,31,1
뎿,U+B3BF,3,7,23,84,212,271,104,234,327,18,1
돀,U+B3C0,3,7,24,84,212,272,104,234,328,20,1
돁,U+B3C1,3,7,25,84,212,273,104,234,329,15,1
돂,U+B3C2,3,7,26,84,212,274,104,234,330,16,1
돃,U+B3C3,3,7,27,84,212,275,104,234,331,18,1
도,U+B3C4,3,8,0,24,169,-1,24,191,-1,0,0
독,U+B3C5,3,8,1,104,213,277,124,235,333,43,1
돆,U+B3C6,3,8,2,104,213,278,124,235,334,49,1
돇,U+B3C7,3,8,3,104,213,279,124,235,335,69,1
돈,U+B3C8,3,8,4,104,213,280,124,235,336,50,1
돉,U+B3C9,3,8,5,104,213,281,124,235,337,51,1
돊,U+B3CA,3,8,6,104,213,282,124,235,338,53,1
돋,U+B3CB,3,8,7,104,213,283,124,235,339,49,1
돌,U+B3CC,3,8,8,104,213,284,124,235,340,49,1
돍,U+B3CD,3,8,9,104,213,285,124,235,341,59,1
돎,U+B3CE,3,8,10,104,213,286,124,235,342,57,1
돏,U+B3CF,3,8,11,104,213,287,124,235,343,57,1
돐,U+B3D0,3,8,12,104,213,288,124,235,344,71,1
돑,U+B3D1,3,8,13,104,213,289,124,235,345,51,1
돒,U+B3D2,3,8,14,104,213,290,124,235,346,57,1
돓,U+B3D3,3,8,15,104,213,291,124,235,347,67,1
돔,U+B3D4,3,8,16,104,213,292,124,235,348,56,1
돕,U+B3D5,3,8,17,104,213,293,124,235,349,56,1
돖,U+B3D6,3,8,18,104,213,294,124,235,350,75,1
돗,U+B3D7,3,8,19,104,213,295,124,235,351,61,1
돘,U+B3D8,3,8,20,104,213,296,124,235,352,67,1
동,U+B3D9,3,8,21,104,213,297,124,235,353,65,1
돚,U+B3DA,3,8,22,104,213,298,124,235,354,64,1
돛,U+B3DB,3,8,23,104,213,299,124,235,355,55,1
돜,U+B3DC,3,8,24,104,213,300,124,235,356,45,1
돝,U+B3DD,3,8,25,104,213,301,124,235,357,51,1
돞,U+B3DE,3,8,26,104,213,302,124,235,358,63,1
돟,U+B3DF,3,8,27,104,213,303,124,235,359,59,1
돠,U+B3E0,3,9,0,64,170,-1,64,192,-1,0,0
돡,U+B3E1,3,9,1,144,214,333,144,236,249,12,1
돢,U+B3E2,3,9,2,144,214,334,144,236,250,18,1
돣,U+B3E3,3,9,3,144,214,335,144,236,251,38,1
돤,U+B3E4,3,9,4,144,214,336,144,236,252,19,1
돥,U+B3E5,3,9,5,144,214,337,144,236,253,20,1
돦,U+B3E6,3,9,6,144,214,338,144,236,254,22,1
돧,U+B3E7,3,9,7,144,214,339,144,236,255,18,1
돨,U+B3E8,3,9,8,144,214,340,144,236,256,18,1
돩,U+B3E9,3,9,9,144,214,341,144,236,257,28,1
돪,U+B3EA,3,9,10,144,214,342,144,236,258,26,1
돫,U+B3EB,3,9,11,144,214,343,144,236,259,26,1
돬,U+B3EC,3,9,12,144,214,344,144,236,260,40,1
돭,U+B3ED,3,9,13,144,214,345,144,236,261,20,1
돮,U+B3EE,3,9,14,144,214,346,144,236,262,26,1
돯,U+B3EF,3,9,15,144,214,347,144,236,263,36,1
돰,U+B3F0,3,9,16,144,214,348,144,236,264,25,1
돱,U+B3F1,3,9,17,144,214,349,144,236,265,25,1
돲,U+B3F2,3,9,18,144,214,350,144,236,266,44,1
돳,U+B3F3,3,9,19,144,214,351,144,236,267,30,1
돴,U+B3F4,3,9,20,144,214,352,144,236,268,36,1
돵,U+B3F5,3,9,21,144,214,353,144,236,269,34,1
돶,U+B3F6,3,9,22,144,214,354,144,236,270,33,1
돷,U+B3F7,3,9,23,144,214,355,144,236,271,24,1
돸,U+B3F8,3,9,24,144,214,356,144,236,272,14,1
돹,U+B3F9,3,9,25,144,214,357,144,236,273,20,1
돺,U+B3FA,3,9,26,144,214,358,144,236,274,32,1
돻,U+B3FB,3,9,27,144,214,359,144,236,275,28,1
돼,U+B3FC,3,10,0,64,171,-1,64,193,-1,0,0
돽,U+B3FD,3,10,1,144,215,333,144,237,305,19,1
돾,U+B3FE,3,10,2,144,215,334,144,237,306,31,1
돿,U+B3FF,3,10,3,144,215,335,144,237,307,37,1
됀,U+B400,3,10,4,144,215,336,144,237,308,24,1
됁,U+B401,3,10,5,144,215,337,144,237,309,40,1
됂,U+B402,3,10,6,144,215,338,144,237,310,33,1
됃,U+B403,3,10,7,144,215,339,144,237,311,22,1
됄,U+B404,3,10,8,144,215,340,144,237,312,23,1
됅,U+B405,3,10,9,144,215,341,144,237,313,35,1
됆,U+B406,3,10,10,144,215,342,144,237,314,26,1
됇,U+B407,3,10,11,144,215,343,144,237,315,26,1
됈,U+B408,3,10,12,144,215,344,144,237,316,40,1
됉,U+B409,3,10,13,144,215,345,144,237,317,20,1
됊,U+B40A,3,10,14,144,215,346,144,237,318,26,1
됋,U+B40B,3,10,15,144,215,347,144,237,319,36,1
됌,U+B40C,3,10,16,144,215,348,144,237,320,35,1
됍,U+B40D,3,10,17,144,215,349,144,237,321,35,1
됎,U+B40E,3,10,18,144,215,350,144,237,322,44,1
됏,U+B40F,3,10,19,144,215,351,144,237,323,30,1
됐,U+B410,3,10,20,144,215,352,144,237,324,36,1
됑,U+B411,3,10,21,144,215,353,144,237,325,38,1
됒,U+B412,3,10,22,144,215,354,144,237,326,22,1
됓,U+B413,3,10,23,144,215,355,144,237,327,26,1
됔,U+B414,3,10,24,144,215,356,144,237,328,20,1
됕,U+B415,3,10,25,144,215,357,144,237,329,23,1
됖,U+B416,3,10,26,144,215,358,144,237,330,32,1
됗,U+B417,3,10,27,144,215,359,144,237,331,32,1
되,U+B418,3,11,0,64,172,-1,64,194,-1,0,0
됙,U+B419,3,11,1,144,216,333,144,238,277,12,1
됚,U+B41A,3,11,2,144,216,334,144,238,278,18,1
됛,U+B41B,3,11,3,144,216,335,144,238,279,38,1
된,U+B41C,3,11,4,144,216,336,144,238,280,19,1
됝,U+B41D,3,11,5,144,216,337,144,238,281,20,1
됞,U+B41E,3,11,6,144,216,338,144,238,282,22,1
됟,U+B41F,3,11,7,144,216,339,144,238,283,18,1
될,U+B420,3,11,8,144,216,340,144,238,284,18,1
됡,U+B421,3,11,9,144,216,341,144,238,285,28,1
됢,U+B422,3,11,10,144,216,342,144,238,286,26,1
됣,U+B423,3,11,11,144,216,343,144,238,287,26,1
됤,U+B424,3,11,12,144,216,344,144,238,288,40,1
됥,U+B425,3,11,13,144,216,345,144,238,289,20,1
됦,U+B426,3,11,14,144,216,346,144,238,290,26,1
됧,U+B427,3,11,15,144,216,347,144,238,291,36,1
됨,U+B428,3,11,16,144,216,348,144,238,292,25,1
됩,U+B429,3,11,17,144,216,349,144,238,293,25,1
됪,U+B42A,3,11,18,144,216,350,144,238,294,44,1
됫,U+B42B,3,11,19,144,216,351,144,238,295,30,1
됬,U+B42C,3,11,20,144,216,352,144,238,296,36,1
됭,U+B42D,3,11,21,144,216,353,144,238,297,34,1
됮,U+B42E,3,11,22,144,216,354,144,238,298,33,1
됯,U+B42F,3,11,23,144,216,355,144,238,299,24,1
됰,U+B430,3,11,24,144,216,356,144,238,300,14,1
됱,U+B431,3,11,25,144,216,357,144,238,301,20,1
됲,U+B432,3,11,26,144,216,358,144,238,302,32,1
됳,U+B433,3,11,27,144,216,359,144,238,303,28,1
됴,U+B434,3,12,0,24,173,-1,24,195,-1,0,0
됵,U+B435,3,12,1,104,217,277,124,239,333,45,1
됶,U+B436,3,12,2,104,217,278,124,239,334,51,1
됷,U+B437,3,12,3,104,217,279,124,239,335,71,1
됸,U+B438,3,12,4,104,217,280,124,239,336,52,1
됹,U+B439,3,12,5,104,217,281,124,239,337,53,1
됺,U+B43A,3,12,6,104,217,282,124,239,338,55,1
됻,U+B43B,3,12,7,104,217,283,124,239,339,51,1
됼,U+B43C,3,12,8,104,217,284,124,239,340,51,1
됽,U+B43D,3,12,9,104,217,285,124,239,341,61,1
됾,U+B43E,3,12,10,104,217,286,124,239,342,59,1
됿,U+B43F,3,12,11,104,217,287,124,239,343,59,1
둀,U+B440,3,12,12,104,217,288,124,239,344,73,1
둁,U+B441,3,12,13,104,217,289,124,239,345,53,1
둂,U+B442,3,12,14,104,217,290,124,239,346,59,1
둃,U+B443,3,12,15,104,217,291,124,239,347,69,1
둄,U+B444,3,12,16,104,217,292,124,239,348,58,1
둅,U+B445,3,12,17,104,217,293,124,239,349,58,1
둆,U+B446,3,12,18,104,217,294,124,239,350,77,1
둇,U+B447,3,12,19,104,217,295,124,239,351,63,1
둈,U+B448,3,12,20,104,217,296,124,239,352,69,1
둉,U+B449,3,12,21,104,217,297,124,239,353,67,1
둊,U+B44A,3,12,22,104,217,298,124,239,354,66,1
둋,U+B44B,3,12,23,104,217,299,124,239,355,57,1
둌,U+B44C,3,12,24,104,217,300,124,239,356,47,1
둍,U+B44D,3,12,25,104,217,301,124,239,357,53,1
둎,U+B44E,3,12,26,104,217,302,124,239,358,65,1
둏,U+B44F,3,12,27,104,217,303,124,239,359,61,1
두,U+B450,3,13,0,44,174,-1,44,196,-1,0,0
둑,U+B451,3,13,1,124,218,305,124,240,333,19,1
둒,U+B452,3,13,2,124,218,306,124,240,334,31,1
둓,U+B453,3,13,3,124,218,307,124,240,335,37,1
둔,U+B454,3,13,4,124,218,308,124,240,336,23,1
둕,U+B455,3,13,5,124,218,309,124,240,337,39,1
둖,U+B456,3,13,6,124,218,310,124,240,338,33,1
둗,U+B457,3,13,7,124,218,311,124,240,339,22,1
둘,U+B458,3,13,8,124,218,312,124,240,340,23,1
둙,U+B459,3,13,9,124,218,313,124,240,341,35,1
둚,U+B45A,3,13,10,124,218,314,124,240,342,26,1
둛,U+B45B,3,13,11,124,218,315,124,240,343,26,1
둜,U+B45C,3,13,12,124,218,316,124,240,344,40,1
둝,U+B45D,3,13,13,124,218,317,124,240,345,20,1
둞,U+B45E,3,13,14,124,218,318,124,240,346,26,1
둟,U+B45F,3,13,15,124,218,319,124,240,347,36,1
둠,U+B460,3,13,16,124,218,320,124,240,348,35,1
둡,U+B461,3,13,17,124,218,321,124,240,349,34,1
둢,U+B462,3,13,18,124,218,322,124,240,350,43,1
둣,U+B463,3,13,19,124,218,323,124,240,351,29,1
둤,U+B464,3,13,20,124,218,324,124,240,352,35,1
둥,U+B465,3,13,21,124,218,325,124,240,353,37,1
둦,U+B466,3,13,22,124,218,326,124,240,354,22,1
둧,U+B467,3,13,23,124,218,327,124,240,355,25,1
둨,U+B468,3,13,24,124,218,328,124,240,356,20,1
둩,U+B469,3,13,25,124,218,329,124,240,357,23,1
둪,U+B46A,3,13,26,124,218,330,124,240,358,32,1
둫,U+B46B,3,13,27,124,218,331,124,240,359,31,1
둬,U+B46C,3,14,0,64,175,-1,84,197,-1,0,0
둭,U+B46D,3,14,1,144,219,333,144,241,277,12,1
둮,U+B46E,3,14,2,144,219,334,144,241,278,18,1
둯,U+B46F,3,14,3,144,219,335,144,241,279,38,1
둰,U+B470,3,14,4,144,219,336,144,241,280,19,1
둱,U+B471,3,14,5,144,219,337,144,241,281,20,1
둲,U+B472,3,14,6,144,219,338,144,241,282,22,1
둳,U+B473,3,14,7,144,219,339,144,241,283,18,1
둴,U+B474,3,14,8,144,219,340,144,241,284,18,1
둵,U+B475,3,14,9,144,219,341,144,241,285,28,1
둶,U+B476,3,14,10,144,219,342,144,241,286,26,1
둷,U+B477,3,14,11,144,219,343,144,241,287,26,1
둸,U+B478,3,14,12,144,219,344,144,241,288,40,1
둹,U+B479,3,14,13,144,219,345,144,241,289,20,1
둺,U+B47A,3,14,14,144,219,346,144,241,290,26,1
둻,U+B47B,3,14,15,144,219,347,144,241,291,36,1
둼,U+B47C,3,14,16,144,219,348,144,241,292,25,1
둽,U+B47D,3,14,17,144,219,349,144,241,293,25,1
둾,U+B47E,3,14,18,144,219,350,144,241,294,44,1
둿,U+B47F,3,14,19,144,219,351,144,241,295,30,1
뒀,U+B480,3,14,20,144,219,352,144,241,296,36,1
뒁,U+B481,3,14,21,144,219,353,144,241,297,34,1
뒂,U+B482,3,14,22,144,219,354,144,241,298,33,1
뒃,U+B483,3,14,23,144,219,355,144,241,299,24,1
뒄,U+B484,3,14,24,144,219,356,144,241,300,14,1
뒅,U+B485,3,14,25,144,219,357,144,241,301,20,1
뒆,U+B486,3,14,26,144,219,358,144,241,302,32,1
뒇,U+B487,3,14,27,144,219,359,144,241,303,28,1
뒈,U+B488,3,15,0,64,176,-1,84,198,-1,0,0
뒉,U+B489,3,15,1,144,220,333,144,242,305,19,1
뒊,U+B48A,3,15,2,144,220,334,144,242,306,31,1
뒋,U+B48B,3,15,3,144,220,335,144,242,307,37,1
뒌,U+B48C,3,15,4,144,220,336,144,242,308,24,1
뒍,U+B48D,3,15,5,144,220,337,144,242,309,40,1
뒎,U+B48E,3,15,6,144,220,338,144,242,310,33,1
뒏,U+B48F,3,15,7,144,220,339,144,242,311,22,1
뒐,U+B490,3,15,8,144,220,340,144,242,312,23,1
뒑,U+B491,3,15,9,144,220,341,144,242,313,35,1
뒒,U+B492,3,15,10,144,220,342,144,242,314,26,1
뒓,U+B493,3,15,11,144,220,343,144,242,315,26,1
뒔,U+B494,3,15,12,144,220,344,144,242,316,40,1
뒕,U+B495,3,15,13,144,220,345,144,242,317,20,1
뒖,U+B496,3,15,14,144,220,346,144,242,318,26,1
뒗,U+B497,3,15,15,144,220,347,144,242,319,36,1
뒘,U+B498,3,15,16,144,220,348,144,242,320,35,1
뒙,U+B499,3,15,17,144,220,349,144,242,321,35,1
뒚,U+B49A,3,15,18,144,220,350,144,242,322,44,1
뒛,U+B49B,3,15,19,144,220,351,144,242,323,30,1
뒜,U+B49C,3,15,20,144,220,352,144,242,324,36,1
뒝,U+B49D,3,15,21,144,220,353,144,242,325,38,1
뒞,U+B49E,3,15,22,144,220,354,144,242,326,22,1
뒟,U+B49F,3,15,23,144,220,355,144,242,327,26,1
뒠,U+B4A0,3,15,24,144,220,356,144,242,328,20,1
뒡,U+B4A1,3,15,25,144,220,357,144,242,329,23,1
뒢,U+B4A2,3,15,26,144,220,358,144,242,330,32,1
뒣,U+B4A3,3,15,27,144,220,359,144,242,331,32,1
뒤,U+B4A4,3,16,0,64,177,-1,84,199,-1,0,0
뒥,U+B4A5,3,16,1,144,221,333,144,243,277,12,1
뒦,U+B4A6,3,16,2,144,221,334,144,243,278,18,1
뒧,U+B4A7,3,16,3,144,221,335,144,243,279,38,1
뒨,U+B4A8,3,16,4,144,221,336,144,243,280,19,1
뒩,U+B4A9,3,16,5,144,221,337,144,243,281,20,1
뒪,U+B4AA,3,16,6,144,221,338,144,243,282,22,1
뒫,U+B4AB,3,16,7,144,221,339,144,243,283,18,1
뒬,U+B4AC,3,16,8,144,221,340,144,243,284,18,1
뒭,U+B4AD,3,16,9,144,221,341,144,243,285,28,1
뒮,U+B4AE,3,16,10,144,221,342,144,243,286,26,1
뒯,U+B4AF,3,16,11,144,221,343,144,243,287,26,1
뒰,U+B4B0,3,16,12,144,221,344,144,243,288,40,1
뒱,U+B4B1,3,16,13,144,221,345,144,243,289,20,1
뒲,U+B4B2,3,16,14,144,221,346,144,243,290,26,1
뒳,U+B4B3,3,16,15,144,221,347,144,243,291,36,1
뒴,U+B4B4,3,16,16,144,221,348,144,243,292,25,1
뒵,U+B4B5,3,16,17,144,221,349,144,243,293,25,1
뒶,U+B4B6,3,16,18,144,221,350,144,243,294,44,1
뒷,U+B4B7,3,16,19,144,221,351,144,243,295,30,1
뒸,U+B4B8,3,16,20,144,221,352,144,243,296,36,1
뒹,U+B4B9,3,16,21,144,221,353,144,243,297,34,1
뒺,U+B4BA,3,16,22,144,221,354,144,243,298,33,1
뒻,U+B4BB,3,16,23,144,221,355,144,243,299,24,1
뒼,U+B4BC,3,16,24,144,221,356,144,243,300,14,1
뒽,U+B4BD,3,16,25,144,221,357,144,243,301,20,1
뒾,U+B4BE,3,16,26,144,221,358,144,243,302,32,1
뒿,U+B4BF,3,16,27,144,221,359,144,243,303,28,1
듀,U+B4C0,3,17,0,44,178,-1,44,200,-1,0,0
듁,U+B4C1,3,17,1,124,222,305,124,244,333,18,1
듂,U+B4C2,3,17,2,124,222,306,124,244,334,31,1
듃,U+B4C3,3,17,3,124,222,307,124,244,335,36,1
듄,U+B4C4,3,17,4,124,222,308,124,244,336,23,1
듅,U+B4C5,3,17,5,124,222,309,124,244,337,39,1
듆,U+B4C6,3,17,6,124,222,310,124,244,338,33,1
듇,U+B4C7,3,17,7,124,222,311,124,244,339,21,1
듈,U+B4C8,3,17,8,124,222,312,124,244,340,22,1
듉,U+B4C9,3,17,9,124,222,313,124,244,341,35,1
듊,U+B4CA,3,17,10,124,222,314,124,244,342,25,1
듋,U+B4CB,3,17,11,124,222,315,124,244,343,25,1
듌,U+B4CC,3,17,12,124,222,316,124,244,344,39,1
듍,U+B4CD,3,17,13,124,222,317,124,244,345,19,1
듎,U+B4CE,3,17,14,124,222,318,124,244,346,25,1
듏,U+B4CF,3,17,15,124,222,319,124,244,347,35,1
듐,U+B4D0,3,17,16,124,222,320,124,244,348,34,1
듑,U+B4D1,3,17,17,124,222,321,124,244,349,34,1
듒,U+B4D2,3,17,18,124,222,322,124,244,350,42,1
듓,U+B4D3,3,17,19,124,222,323,124,244,351,29,1
듔,U+B4D4,3,17,20,124,222,324,124,244,352,36,1
듕,U+B4D5,3,17,21,124,222,325,124,244,353,37,1
듖,U+B4D6,3,17,22,124,222,326,124,244,354,22,1
듗,U+B4D7,3,17,23,124,222,327,124,244,355,25,1
듘,U+B4D8,3,17,24,124,222,328,124,244,356,19,1
듙,U+B4D9,3,17,25,124,222,329,124,244,357,22,1
듚,U+B4DA,3,17,26,124,222,330,124,244,358,32,1
듛,U+B4DB,3,17,27,124,222,331,124,244,359,32,1
드,U+B4DC,3,18,0,24,179,-1,24,201,-1,0,0
득,U+B4DD,3,18,1,104,223,277,124,245,333,47,1
듞,U+B4DE,3,18,2,104,223,278,124,245,334,53,1
듟,U+B4DF,3,18,3,104,223,279,124,245,335,73,1
든,U+B4E0,3,18,4,104,223,280,124,245,336,54,1
듡,U+B4E1,3,18,5,104,223,281,124,245,337,55,1
듢,U+B4E2,3,18,6,104,223,282,124,245,338,57,1
듣,U+B4E3,3,18,7,104,223,283,124,245,339,53,1
들,U+B4E4,3,18,8,104,223,284,124,245,340,53,1
듥,U+B4E5,3,18,9,104,223,285,124,245,341,63,1
듦,U+B4E6,3,18,10,104,223,286,124,245,342,61,1
듧,U+B4E7,3,18,11,104,223,287,124,245,343,61,1
듨,U+B4E8,3,18,12,104,223,288,124,245,344,75,1
듩,U+B4E9,3,18,13,104,223,289,124,245,345,55,1
듪,U+B4EA,3,18,14,104,223,290,124,245,346,61,1
듫,U+B4EB,3,18,15,104,223,291,124,245,347,71,1
듬,U+B4EC,3,18,16,104,223,292,124,245,348,60,1
듭,U+B4ED,3,18,17,104,223,293,124,245,349,60,1
듮,U+B4EE,3,18,18,104,223,294,124,245,350,79,1
듯,U+B4EF,3,18,19,104,223,295,124,245,351,65,1
듰,U+B4F0,3,18,20,104,223,296,124,245,352,71,1
등,U+B4F1,3,18,21,104,223,297,124,245,353,69,1
듲,U+B4F2,3,18,22,104,223,298,124,245,354,68,1
듳,U+B4F3,3,18,23,104,223,299,124,245,355,59,1
듴,U+B4F4,3,18,24,104,223,300,124,245,356,49,1
듵,U+B4F5,3,18,25,104,223,301,124,245,357,55,1
듶,U+B4F6,3,18,26,104,223,302,124,245,358,67,1
듷,U+B4F7,3,18,27,104,223,303,124,245,359,63,1
듸,U+B4F8,3,19,0,64,180,-1,64,202,-1,0,0
듹,U+B4F9,3,19,1,144,224,333,144,246,277,12,1
듺,U+B4FA,3,19,2,144,224,334,144,246,278,18,1
듻,U+B4FB,3,19,3,144,224,335,144,246,279,38,1
듼,U+B4FC,3,19,4,144,224,336,144,246,280,19,1
듽,U+B4FD,3,19,5,144,224,337,144,246,281,20,1
듾,U+B4FE,3,19,6,144,224,338,144,246,282,22,1
듿,U+B4FF,3,19,7,144,224,339,144,246,283,18,1
딀,U+B500,3,19,8,144,224,340,144,246,284,18,1
딁,U+B501,3,19,9,144,224,341,144,246,285,28,1
딂,U+B502,3,19,10,144,224,342,144,246,286,26,1
딃,U+B503,3,19,11,144,224,343,144,246,287,26,1
딄,U+B504,3,19,12,144,224,344,144,246,288,40,1
딅,U+B505,3,19,13,144,224,345,144,246,289,20,1
딆,U+B506,3,19,14,144,224,346,144,246,290,26,1
딇,U+B507,3,19,15,144,224,347,144,246,291,36,1
딈,U+B508,3,19,16,144,224,348,144,246,292,25,1
딉,U+B509,3,19,17,144,224,349,144,246,293,25,1
딊,U+B50A,3,19,18,144,224,350,144,246,294,44,1
딋,U+B50B,3,19,19,144,224,351,144,246,295,30,1
딌,U+B50C,3,19,20,144,224,352,144,246,296,36,1
딍,U+B50D,3,19,21,144,224,353,144,246,297,34,1
딎,U+B50E,3,19,22,144,224,354,144,246,298,33,1
딏,U+B50F,3,19,23,144,224,355,144,246,299,24,1
딐,U+B510,3,19,24,144,224,356,144,246,300,14,1
딑,U+B511,3,19,25,144,224,357,144,246,301,20,1
딒,U+B512,3,19,26,144,224,358,144,246,302,32,1
딓,U+B513,3,19,27,144,224,359,144,246,303,28,1
디,U+B514,3,20,0,4,181,-1,4,203,-1,0,0
딕,U+B515,3,20,1,84,225,249,104,247,277,13,1
딖,U+B516,3,20,2,84,225,250,104,247,278,13,1
딗,U+B517,3,20,3,84,225,251,104,247,279,13,1
딘,U+B518,3,20,4,84,225,252,104,247,280,13,1
딙,U+B519,3,20,5,84,225,253,104,247,281,13,1
딚,U+B51A,3,20,6,84,225,254,104,247,282,13,1
딛,U+B51B,3,20,7,84,225,255,104,247,283,13,1
딜,U+B51C,3,20,8,84,225,256,104,247,284,13,1
딝,U+B51D,3,20,9,84,225,257,104,247,285,13,1
딞,U+B51E,3,20,10,84,225,258,104,247,286,13,1
딟,U+B51F,3,20,11,84,225,259,104,247,287,13,1
딠,U+B520,3,20,12,84,225,260,104,247,288,13,1
딡,U+B521,3,20,13,84,225,261,104,247,289,13,1
딢,U+B522,3,20,14,84,225,262,104,247,290,13,1
딣,U+B523,3,20,15,84,225,263,104,247,291,13,1
딤,U+B524,3,20,16,84,225,264,104,247,292,13,1
딥,U+B525,3,20,17,84,225,265,104,247,293,13,1
딦,U+B526,3,20,18,84,225,266,104,247,294,13,1
딧,U+B527,3,20,19,84,225,267,104,247,295,13,1
딨,U+B528,3,20,20,84,225,268,104,247,296,13,1
딩,U+B529,3,20,21,84,225,269,104,247,297,13,1
딪,U+B52A,3,20,22,84,225,270,104,247,298,13,1
딫,U+B52B,3,20,23,84,225,271,104,247,299,13,1
딬,U+B52C,3,20,24,84,225,272,104,247,300,13,1
딭,U+B52D,3,20,25,84,225,273,104,247,301,13,1
딮,U+B52E,3,20,26,84,225,274,104,247,302,13,1
딯,U+B52F,3,20,27,84,225,275,104,247,303,13,1
따,U+B530,4,0,0,5,161,-1,5,183,-1,0,0
딱,U+B531,4,0,1,85,205,249,105,227,249,19,1
딲,U+B532,4,0,2,85,205,250,105,227,250,19,1
딳,U+B533,4,0,3,85,205,251,105,227,251,19,1
딴,U+B534,4,0,4,85,205,252,105,227,252,19,1
딵,U+B535,4,0,5,85,205,253,105,227,253,19,1
딶,U+B536,4,0,6,85,205,254,105,227,254,19,1
딷,U+B537,4,0,7,85,205,255,105,227,255,19,1
딸,U+B538,4,0,8,85,205,256,105,227,256,19,1
딹,U+B539,4,0,9,85,205,257,105,227,257,19,1
딺,U+B53A,4,0,10,85,205,258,105,227,258,19,1
딻,U+B53B,4,0,11,85,205,259,105,227,259,19,1
딼,U+B53C,4,0,12,85,205,260,105,227,260,19,1
딽,U+B53D,4,0,13,85,205,261,105,227,261,19,1
딾,U+B53E,4,0,14,85,205,262,105,227,262,19,1
딿,U+B53F,4,0,15,85,205,263,105,227,263,19,1
땀,U+B540,4,0,16,85,205,264,105,227,264,19,1
땁,U+B541,4,0,17,85,205,265,105,227,265,19,1
땂,U+B542,4,0,18,85,205,266,105,227,266,19,1
땃,U+B543,4,0,19,85,205,267,105,227,267,19,1
땄,U+B544,4,0,20,85,205,268,105,227,268,19,1
땅,U+B545,4,0,21,85,205,269,105,227,269,19,1
땆,U+B546,4,0,22,85,205,270,105,227,270,19,1
땇,U+B547,4,0,23,85,205,271,105,227,271,19,1
땈,U+B548,4,0,24,85,205,272,105,227,272,19,1
땉,U+B549,4,0,25,85,205,273,105,227,273,19,1
땊,U+B54A,4,0,26,85,205,274,105,227,274,19,1
땋,U+B54B,4,0,27,85,205,275,105,227,275,19,1
때,U+B54C,4,1,0,5,162,-1,5,184,-1,0,0
땍,U+B54D,4,1,1,85,206,249,105,228,305,27,1
땎,U+B54E,4,1,2,85,206,250,105,228,306,35,1
땏,U+B54F,4,1,3,85,206,251,105,228,307,19,1
땐,U+B550,4,1,4,85,206,252,105,228,308,29,1
땑,U+B551,4,1,5,85,206,253,105,228,309,38,1
땒,U+B552,4,1,6,85,206,254,105,228,310,31,1
땓,U+B553,4,1,7,85,206,255,105,228,311,28,1
땔,U+B554,4,1,8,85,206,256,105,228,312,23,1
땕,U+B555,4,1,9,85,206,257,105,228,313,27,1
땖,U+B556,4,1,10,85,206,258,105,228,314,18,1
땗,U+B557,4,1,11,85,206,259,105,228,315,18,1
땘,U+B558,4,1,12,85,206,260,105,228,316,18,1
땙,U+B559,4,1,13,85,206,261,105,228,317,18,1
땚,U+B55A,4,1,14,85,206,262,105,228,318,18,1
땛,U+B55B,4,1,15,85,206,263,105,228,319,18,1
땜,U+B55C,4,1,16,85,206,264,105,228,320,34,1
땝,U+B55D,4,1,17,85,206,265,105,228,321,34,1
땞,U+B55E,4,1,18,85,206,266,105,228,322,18,1
땟,U+B55F,4,1,19,85,206,267,105,228,323,18,1
땠,U+B560,4,1,20,85,206,268,105,228,324,18,1
땡,U+B561,4,1,21,85,206,269,105,228,325,34,1
땢,U+B562,4,1,22,85,206,270,105,228,326,37,1
땣,U+B563,4,1,23,85,206,271,105,228,327,24,1
땤,U+B564,4,1,24,85,206,272,105,228,328,26,1
땥,U+B565,4,1,25,85,206,273,105,228,329,21,1
땦,U+B566,4,1,26,85,206,274,105,228,330,22,1
땧,U+B567,4,1,27,85,206,275,105,228,331,24,1
땨,U+B568,4,2,0,5,163,-1,5,185,-1,0,0
땩,U+B569,4,2,1,85,207,249,105,229,249,19,1
땪,U+B56A,4,2,2,85,207,250,105,229,250,19,1
땫,U+B56B,4,2,3,85,207,251,105,229,251,19,1
땬,U+B56C,4,2,4,85,207,252,105,229,252,19,1
땭,U+B56D,4,2,5,85,207,253,105,229,253,19,1
