char,unicode,cho,jung,jong,v240_cho_piece,v240_jung_piece,v240_jong_piece,official_cho_piece,official_jung_piece,official_jong_piece,pixel_hamming,changed
쁮,U+C06E,8,18,22,109,223,298,129,245,354,69,1
쁯,U+C06F,8,18,23,109,223,299,129,245,355,60,1
쁰,U+C070,8,18,24,109,223,300,129,245,356,50,1
쁱,U+C071,8,18,25,109,223,301,129,245,357,56,1
쁲,U+C072,8,18,26,109,223,302,129,245,358,68,1
쁳,U+C073,8,18,27,109,223,303,129,245,359,64,1
쁴,U+C074,8,19,0,69,180,-1,69,202,-1,0,0
쁵,U+C075,8,19,1,149,224,333,149,246,277,12,1
쁶,U+C076,8,19,2,149,224,334,149,246,278,18,1
쁷,U+C077,8,19,3,149,224,335,149,246,279,38,1
쁸,U+C078,8,19,4,149,224,336,149,246,280,19,1
쁹,U+C079,8,19,5,149,224,337,149,246,281,20,1
쁺,U+C07A,8,19,6,149,224,338,149,246,282,22,1
쁻,U+C07B,8,19,7,149,224,339,149,246,283,18,1
쁼,U+C07C,8,19,8,149,224,340,149,246,284,18,1
쁽,U+C07D,8,19,9,149,224,341,149,246,285,28,1
쁾,U+C07E,8,19,10,149,224,342,149,246,286,26,1
쁿,U+C07F,8,19,11,149,224,343,149,246,287,26,1
삀,U+C080,8,19,12,149,224,344,149,246,288,40,1
삁,U+C081,8,19,13,149,224,345,149,246,289,20,1
삂,U+C082,8,19,14,149,224,346,149,246,290,26,1
삃,U+C083,8,19,15,149,224,347,149,246,291,36,1
삄,U+C084,8,19,16,149,224,348,149,246,292,25,1
삅,U+C085,8,19,17,149,224,349,149,246,293,25,1
삆,U+C086,8,19,18,149,224,350,149,246,294,44,1
삇,U+C087,8,19,19,149,224,351,149,246,295,30,1
삈,U+C088,8,19,20,149,224,352,149,246,296,36,1
삉,U+C089,8,19,21,149,224,353,149,246,297,34,1
삊,U+C08A,8,19,22,149,224,354,149,246,298,33,1
삋,U+C08B,8,19,23,149,224,355,149,246,299,24,1
삌,U+C08C,8,19,24,149,224,356,149,246,300,14,1
삍,U+C08D,8,19,25,149,224,357,149,246,301,20,1
삎,U+C08E,8,19,26,149,224,358,149,246,302,32,1
삏,U+C08F,8,19,27,149,224,359,149,246,303,28,1
삐,U+C090,8,20,0,9,181,-1,9,203,-1,0,0
삑,U+C091,8,20,1,89,225,249,109,247,277,31,1
삒,U+C092,8,20,2,89,225,250,109,247,278,31,1
삓,U+C093,8,20,3,89,225,251,109,247,279,31,1
삔,U+C094,8,20,4,89,225,252,109,247,280,31,1
삕,U+C095,8,20,5,89,225,253,109,247,281,31,1
삖,U+C096,8,20,6,89,225,254,109,247,282,31,1
삗,U+C097,8,20,7,89,225,255,109,247,283,31,1
삘,U+C098,8,20,8,89,225,256,109,247,284,31,1
삙,U+C099,8,20,9,89,225,257,109,247,285,31,1
삚,U+C09A,8,20,10,89,225,258,109,247,286,31,1
삛,U+C09B,8,20,11,89,225,259,109,247,287,31,1
삜,U+C09C,8,20,12,89,225,260,109,247,288,31,1
삝,U+C09D,8,20,13,89,225,261,109,247,289,31,1
삞,U+C09E,8,20,14,89,225,262,109,247,290,31,1
삟,U+C09F,8,20,15,89,225,263,109,247,291,31,1
삠,U+C0A0,8,20,16,89,225,264,109,247,292,31,1
삡,U+C0A1,8,20,17,89,225,265,109,247,293,31,1
삢,U+C0A2,8,20,18,89,225,266,109,247,294,31,1
삣,U+C0A3,8,20,19,89,225,267,109,247,295,31,1
삤,U+C0A4,8,20,20,89,225,268,109,247,296,31,1
삥,U+C0A5,8,20,21,89,225,269,109,247,297,31,1
삦,U+C0A6,8,20,22,89,225,270,109,247,298,31,1
삧,U+C0A7,8,20,23,89,225,271,109,247,299,31,1
삨,U+C0A8,8,20,24,89,225,272,109,247,300,31,1
삩,U+C0A9,8,20,25,89,225,273,109,247,301,31,1
삪,U+C0AA,8,20,26,89,225,274,109,247,302,31,1
삫,U+C0AB,8,20,27,89,225,275,109,247,303,31,1
사,U+C0AC,9,0,0,10,161,-1,10,183,-1,0,0
삭,U+C0AD,9,0,1,90,205,249,110,227,249,18,1
삮,U+C0AE,9,0,2,90,205,250,110,227,250,18,1
삯,U+C0AF,9,0,3,90,205,251,110,227,251,18,1
산,U+C0B0,9,0,4,90,205,252,110,227,252,18,1
삱,U+C0B1,9,0,5,90,205,253,110,227,253,18,1
삲,U+C0B2,9,0,6,90,205,254,110,227,254,18,1
삳,U+C0B3,9,0,7,90,205,255,110,227,255,18,1
살,U+C0B4,9,0,8,90,205,256,110,227,256,18,1
삵,U+C0B5,9,0,9,90,205,257,110,227,257,18,1
삶,U+C0B6,9,0,10,90,205,258,110,227,258,18,1
삷,U+C0B7,9,0,11,90,205,259,110,227,259,18,1
삸,U+C0B8,9,0,12,90,205,260,110,227,260,18,1
삹,U+C0B9,9,0,13,90,205,261,110,227,261,18,1
삺,U+C0BA,9,0,14,90,205,262,110,227,262,18,1
삻,U+C0BB,9,0,15,90,205,263,110,227,263,18,1
삼,U+C0BC,9,0,16,90,205,264,110,227,264,18,1
삽,U+C0BD,9,0,17,90,205,265,110,227,265,18,1
삾,U+C0BE,9,0,18,90,205,266,110,227,266,18,1
삿,U+C0BF,9,0,19,90,205,267,110,227,267,18,1
샀,U+C0C0,9,0,20,90,205,268,110,227,268,18,1
상,U+C0C1,9,0,21,90,205,269,110,227,269,18,1
샂,U+C0C2,9,0,22,90,205,270,110,227,270,18,1
샃,U+C0C3,9,0,23,90,205,271,110,227,271,18,1
샄,U+C0C4,9,0,24,90,205,272,110,227,272,18,1
샅,U+C0C5,9,0,25,90,205,273,110,227,273,18,1
샆,U+C0C6,9,0,26,90,205,274,110,227,274,18,1
샇,U+C0C7,9,0,27,90,205,275,110,227,275,18,1
새,U+C0C8,9,1,0,10,162,-1,10,184,-1,0,0
색,U+C0C9,9,1,1,90,206,249,110,228,305,27,1
샊,U+C0CA,9,1,2,90,206,250,110,228,306,35,1
샋,U+C0CB,9,1,3,90,206,251,110,228,307,19,1
샌,U+C0CC,9,1,4,90,206,252,110,228,308,29,1
샍,U+C0CD,9,1,5,90,206,253,110,228,309,38,1
샎,U+C0CE,9,1,6,90,206,254,110,228,310,31,1
샏,U+C0CF,9,1,7,90,206,255,110,228,311,28,1
샐,U+C0D0,9,1,8,90,206,256,110,228,312,23,1
샑,U+C0D1,9,1,9,90,206,257,110,228,313,27,1
샒,U+C0D2,9,1,10,90,206,258,110,228,314,18,1
샓,U+C0D3,9,1,11,90,206,259,110,228,315,18,1
샔,U+C0D4,9,1,12,90,206,260,110,228,316,18,1
샕,U+C0D5,9,1,13,90,206,261,110,228,317,18,1
샖,U+C0D6,9,1,14,90,206,262,110,228,318,18,1
샗,U+C0D7,9,1,15,90,206,263,110,228,319,18,1
샘,U+C0D8,9,1,16,90,206,264,110,228,320,34,1
샙,U+C0D9,9,1,17,90,206,265,110,228,321,34,1
샚,U+C0DA,9,1,18,90,206,266,110,228,322,18,1
샛,U+C0DB,9,1,19,90,206,267,110,228,323,18,1
샜,U+C0DC,9,1,20,90,206,268,110,228,324,18,1
생,U+C0DD,9,1,21,90,206,269,110,228,325,34,1
샞,U+C0DE,9,1,22,90,206,270,110,228,326,37,1
샟,U+C0DF,9,1,23,90,206,271,110,228,327,24,1
샠,U+C0E0,9,1,24,90,206,272,110,228,328,26,1
샡,U+C0E1,9,1,25,90,206,273,110,228,329,21,1
샢,U+C0E2,9,1,26,90,206,274,110,228,330,22,1
샣,U+C0E3,9,1,27,90,206,275,110,228,331,24,1
샤,U+C0E4,9,2,0,10,163,-1,10,185,-1,0,0
샥,U+C0E5,9,2,1,90,207,249,110,229,249,18,1
샦,U+C0E6,9,2,2,90,207,250,110,229,250,18,1
샧,U+C0E7,9,2,3,90,207,251,110,229,251,18,1
샨,U+C0E8,9,2,4,90,207,252,110,229,252,18,1
샩,U+C0E9,9,2,5,90,207,253,110,229,253,18,1
샪,U+C0EA,9,2,6,90,207,254,110,229,254,18,1
샫,U+C0EB,9,2,7,90,207,255,110,229,255,18,1
샬,U+C0EC,9,2,8,90,207,256,110,229,256,18,1
샭,U+C0ED,9,2,9,90,207,257,110,229,257,18,1
샮,U+C0EE,9,2,10,90,207,258,110,229,258,18,1
샯,U+C0EF,9,2,11,90,207,259,110,229,259,18,1
샰,U+C0F0,9,2,12,90,207,260,110,229,260,18,1
샱,U+C0F1,9,2,13,90,207,261,110,229,261,18,1
샲,U+C0F2,9,2,14,90,207,262,110,229,262,18,1
샳,U+C0F3,9,2,15,90,207,263,110,229,263,18,1
샴,U+C0F4,9,2,16,90,207,264,110,229,264,18,1
샵,U+C0F5,9,2,17,90,207,265,110,229,265,18,1
샶,U+C0F6,9,2,18,90,207,266,110,229,266,18,1
샷,U+C0F7,9,2,19,90,207,267,110,229,267,18,1
샸,U+C0F8,9,2,20,90,207,268,110,229,268,18,1
샹,U+C0F9,9,2,21,90,207,269,110,229,269,18,1
샺,U+C0FA,9,2,22,90,207,270,110,229,270,18,1
샻,U+C0FB,9,2,23,90,207,271,110,229,271,18,1
샼,U+C0FC,9,2,24,90,207,272,110,229,272,18,1
샽,U+C0FD,9,2,25,90,207,273,110,229,273,18,1
샾,U+C0FE,9,2,26,90,207,274,110,229,274,18,1
샿,U+C0FF,9,2,27,90,207,275,110,229,275,18,1
섀,U+C100,9,3,0,10,164,-1,10,186,-1,0,0
섁,U+C101,9,3,1,90,208,249,110,230,305,27,1
섂,U+C102,9,3,2,90,208,250,110,230,306,35,1
섃,U+C103,9,3,3,90,208,251,110,230,307,19,1
섄,U+C104,9,3,4,90,208,252,110,230,308,29,1
섅,U+C105,9,3,5,90,208,253,110,230,309,38,1
섆,U+C106,9,3,6,90,208,254,110,230,310,31,1
섇,U+C107,9,3,7,90,208,255,110,230,311,28,1
섈,U+C108,9,3,8,90,208,256,110,230,312,23,1
섉,U+C109,9,3,9,90,208,257,110,230,313,27,1
섊,U+C10A,9,3,10,90,208,258,110,230,314,18,1
섋,U+C10B,9,3,11,90,208,259,110,230,315,18,1
섌,U+C10C,9,3,12,90,208,260,110,230,316,18,1
섍,U+C10D,9,3,13,90,208,261,110,230,317,18,1
섎,U+C10E,9,3,14,90,208,262,110,230,318,18,1
섏,U+C10F,9,3,15,90,208,263,110,230,319,18,1
섐,U+C110,9,3,16,90,208,264,110,230,320,34,1
섑,U+C111,9,3,17,90,208,265,110,230,321,34,1
섒,U+C112,9,3,18,90,208,266,110,230,322,18,1
섓,U+C113,9,3,19,90,208,267,110,230,323,18,1
섔,U+C114,9,3,20,90,208,268,110,230,324,18,1
섕,U+C115,9,3,21,90,208,269,110,230,325,34,1
섖,U+C116,9,3,22,90,208,270,110,230,326,37,1
섗,U+C117,9,3,23,90,208,271,110,230,327,24,1
섘,U+C118,9,3,24,90,208,272,110,230,328,26,1
섙,U+C119,9,3,25,90,208,273,110,230,329,21,1
섚,U+C11A,9,3,26,90,208,274,110,230,330,22,1
섛,U+C11B,9,3,27,90,208,275,110,230,331,24,1
서,U+C11C,9,4,0,10,165,-1,10,187,-1,0,0
석,U+C11D,9,4,1,90,209,249,110,231,277,18,1
섞,U+C11E,9,4,2,90,209,250,110,231,278,18,1
섟,U+C11F,9,4,3,90,209,251,110,231,279,18,1
선,U+C120,9,4,4,90,209,252,110,231,280,18,1
섡,U+C121,9,4,5,90,209,253,110,231,281,18,1
섢,U+C122,9,4,6,90,209,254,110,231,282,18,1
섣,U+C123,9,4,7,90,209,255,110,231,283,18,1
설,U+C124,9,4,8,90,209,256,110,231,284,18,1
섥,U+C125,9,4,9,90,209,257,110,231,285,18,1
섦,U+C126,9,4,10,90,209,258,110,231,286,18,1
섧,U+C127,9,4,11,90,209,259,110,231,287,18,1
섨,U+C128,9,4,12,90,209,260,110,231,288,18,1
섩,U+C129,9,4,13,90,209,261,110,231,289,18,1
섪,U+C12A,9,4,14,90,209,262,110,231,290,18,1
섫,U+C12B,9,4,15,90,209,263,110,231,291,18,1
섬,U+C12C,9,4,16,90,209,264,110,231,292,18,1
섭,U+C12D,9,4,17,90,209,265,110,231,293,18,1
섮,U+C12E,9,4,18,90,209,266,110,231,294,18,1
섯,U+C12F,9,4,19,90,209,267,110,231,295,18,1
섰,U+C130,9,4,20,90,209,268,110,231,296,18,1
성,U+C131,9,4,21,90,209,269,110,231,297,18,1
섲,U+C132,9,4,22,90,209,270,110,231,298,18,1
섳,U+C133,9,4,23,90,209,271,110,231,299,18,1
섴,U+C134,9,4,24,90,209,272,110,231,300,18,1
섵,U+C135,9,4,25,90,209,273,110,231,301,18,1
섶,U+C136,9,4,26,90,209,274,110,231,302,18,1
섷,U+C137,9,4,27,90,209,275,110,231,303,18,1
세,U+C138,9,5,0,10,166,-1,10,188,-1,0,0
섹,U+C139,9,5,1,90,210,249,110,232,305,25,1
섺,U+C13A,9,5,2,90,210,250,110,232,306,33,1
섻,U+C13B,9,5,3,90,210,251,110,232,307,17,1
센,U+C13C,9,5,4,90,210,252,110,232,308,27,1
섽,U+C13D,9,5,5,90,210,253,110,232,309,36,1
섾,U+C13E,9,5,6,90,210,254,110,232,310,29,1
섿,U+C13F,9,5,7,90,210,255,110,232,311,26,1
셀,U+C140,9,5,8,90,210,256,110,232,312,21,1
셁,U+C141,9,5,9,90,210,257,110,232,313,25,1
셂,U+C142,9,5,10,90,210,258,110,232,314,16,1
셃,U+C143,9,5,11,90,210,259,110,232,315,16,1
셄,U+C144,9,5,12,90,210,260,110,232,316,16,1
셅,U+C145,9,5,13,90,210,261,110,232,317,16,1
셆,U+C146,9,5,14,90,210,262,110,232,318,16,1
셇,U+C147,9,5,15,90,210,263,110,232,319,16,1
셈,U+C148,9,5,16,90,210,264,110,232,320,32,1
셉,U+C149,9,5,17,90,210,265,110,232,321,32,1
셊,U+C14A,9,5,18,90,210,266,110,232,322,16,1
셋,U+C14B,9,5,19,90,210,267,110,232,323,16,1
셌,U+C14C,9,5,20,90,210,268,110,232,324,16,1
셍,U+C14D,9,5,21,90,210,269,110,232,325,32,1
셎,U+C14E,9,5,22,90,210,270,110,232,326,35,1
셏,U+C14F,9,5,23,90,210,271,110,232,327,22,1
셐,U+C150,9,5,24,90,210,272,110,232,328,24,1
셑,U+C151,9,5,25,90,210,273,110,232,329,19,1
셒,U+C152,9,5,26,90,210,274,110,232,330,20,1
셓,U+C153,9,5,27,90,210,275,110,232,331,22,1
셔,U+C154,9,6,0,10,167,-1,10,189,-1,0,0
셕,U+C155,9,6,1,90,211,249,110,233,277,17,1
셖,U+C156,9,6,2,90,211,250,110,233,278,17,1
셗,U+C157,9,6,3,90,211,251,110,233,279,17,1
션,U+C158,9,6,4,90,211,252,110,233,280,17,1
셙,U+C159,9,6,5,90,211,253,110,233,281,17,1
셚,U+C15A,9,6,6,90,211,254,110,233,282,17,1
셛,U+C15B,9,6,7,90,211,255,110,233,283,17,1
셜,U+C15C,9,6,8,90,211,256,110,233,284,17,1
셝,U+C15D,9,6,9,90,211,257,110,233,285,17,1
셞,U+C15E,9,6,10,90,211,258,110,233,286,17,1
셟,U+C15F,9,6,11,90,211,259,110,233,287,17,1
셠,U+C160,9,6,12,90,211,260,110,233,288,17,1
셡,U+C161,9,6,13,90,211,261,110,233,289,17,1
셢,U+C162,9,6,14,90,211,262,110,233,290,17,1
셣,U+C163,9,6,15,90,211,263,110,233,291,17,1
셤,U+C164,9,6,16,90,211,264,110,233,292,17,1
셥,U+C165,9,6,17,90,211,265,110,233,293,17,1
셦,U+C166,9,6,18,90,211,266,110,233,294,17,1
셧,U+C167,9,6,19,90,211,267,110,233,295,17,1
셨,U+C168,9,6,20,90,211,268,110,233,296,17,1
셩,U+C169,9,6,21,90,211,269,110,233,297,17,1
셪,U+C16A,9,6,22,90,211,270,110,233,298,17,1
셫,U+C16B,9,6,23,90,211,271,110,233,299,17,1
셬,U+C16C,9,6,24,90,211,272,110,233,300,17,1
셭,U+C16D,9,6,25,90,211,273,110,233,301,17,1
셮,U+C16E,9,6,26,90,211,274,110,233,302,17,1
셯,U+C16F,9,6,27,90,211,275,110,233,303,17,1
셰,U+C170,9,7,0,10,168,-1,10,190,-1,0,0
셱,U+C171,9,7,1,90,212,249,110,234,305,25,1
셲,U+C172,9,7,2,90,212,250,110,234,306,33,1
셳,U+C173,9,7,3,90,212,251,110,234,307,17,1
셴,U+C174,9,7,4,90,212,252,110,234,308,27,1
셵,U+C175,9,7,5,90,212,253,110,234,309,36,1
셶,U+C176,9,7,6,90,212,254,110,234,310,29,1
셷,U+C177,9,7,7,90,212,255,110,234,311,26,1
셸,U+C178,9,7,8,90,212,256,110,234,312,21,1
셹,U+C179,9,7,9,90,212,257,110,234,313,25,1
셺,U+C17A,9,7,10,90,212,258,110,234,314,16,1
셻,U+C17B,9,7,11,90,212,259,110,234,315,16,1
셼,U+C17C,9,7,12,90,212,260,110,234,316,16,1
셽,U+C17D,9,7,13,90,212,261,110,234,317,16,1
셾,U+C17E,9,7,14,90,212,262,110,234,318,16,1
셿,U+C17F,9,7,15,90,212,263,110,234,319,16,1
솀,U+C180,9,7,16,90,212,264,110,234,320,32,1
솁,U+C181,9,7,17,90,212,265,110,234,321,32,1
솂,U+C182,9,7,18,90,212,266,110,234,322,16,1
솃,U+C183,9,7,19,90,212,267,110,234,323,16,1
솄,U+C184,9,7,20,90,212,268,110,234,324,16,1
솅,U+C185,9,7,21,90,212,269,110,234,325,32,1
솆,U+C186,9,7,22,90,212,270,110,234,326,35,1
솇,U+C187,9,7,23,90,212,271,110,234,327,22,1
솈,U+C188,9,7,24,90,212,272,110,234,328,24,1
솉,U+C189,9,7,25,90,212,273,110,234,329,19,1
솊,U+C18A,9,7,26,90,212,274,110,234,330,20,1
솋,U+C18B,9,7,27,90,212,275,110,234,331,22,1
소,U+C18C,9,8,0,30,169,-1,30,191,-1,0,0
속,U+C18D,9,8,1,110,213,277,130,235,333,36,1
솎,U+C18E,9,8,2,110,213,278,130,235,334,42,1
솏,U+C18F,9,8,3,110,213,279,130,235,335,62,1
손,U+C190,9,8,4,110,213,280,130,235,336,43,1
솑,U+C191,9,8,5,110,213,281,130,235,337,44,1
솒,U+C192,9,8,6,110,213,282,130,235,338,46,1
솓,U+C193,9,8,7,110,213,283,130,235,339,42,1
솔,U+C194,9,8,8,110,213,284,130,235,340,42,1
솕,U+C195,9,8,9,110,213,285,130,235,341,52,1
솖,U+C196,9,8,10,110,213,286,130,235,342,50,1
솗,U+C197,9,8,11,110,213,287,130,235,343,50,1
솘,U+C198,9,8,12,110,213,288,130,235,344,64,1
솙,U+C199,9,8,13,110,213,289,130,235,345,44,1
솚,U+C19A,9,8,14,110,213,290,130,235,346,50,1
솛,U+C19B,9,8,15,110,213,291,130,235,347,60,1
솜,U+C19C,9,8,16,110,213,292,130,235,348,49,1
솝,U+C19D,9,8,17,110,213,293,130,235,349,49,1
솞,U+C19E,9,8,18,110,213,294,130,235,350,68,1
솟,U+C19F,9,8,19,110,213,295,130,235,351,54,1
솠,U+C1A0,9,8,20,110,213,296,130,235,352,60,1
송,U+C1A1,9,8,21,110,213,297,130,235,353,58,1
솢,U+C1A2,9,8,22,110,213,298,130,235,354,57,1
솣,U+C1A3,9,8,23,110,213,299,130,235,355,48,1
솤,U+C1A4,9,8,24,110,213,300,130,235,356,38,1
솥,U+C1A5,9,8,25,110,213,301,130,235,357,44,1
솦,U+C1A6,9,8,26,110,213,302,130,235,358,56,1
솧,U+C1A7,9,8,27,110,213,303,130,235,359,52,1
솨,U+C1A8,9,9,0,70,170,-1,70,192,-1,0,0
솩,U+C1A9,9,9,1,150,214,333,150,236,249,12,1
솪,U+C1AA,9,9,2,150,214,334,150,236,250,18,1
솫,U+C1AB,9,9,3,150,214,335,150,236,251,38,1
솬,U+C1AC,9,9,4,150,214,336,150,236,252,19,1
솭,U+C1AD,9,9,5,150,214,337,150,236,253,20,1
솮,U+C1AE,9,9,6,150,214,338,150,236,254,22,1
솯,U+C1AF,9,9,7,150,214,339,150,236,255,18,1
솰,U+C1B0,9,9,8,150,214,340,150,236,256,18,1
솱,U+C1B1,9,9,9,150,214,341,150,236,257,28,1
솲,U+C1B2,9,9,10,150,214,342,150,236,258,26,1
솳,U+C1B3,9,9,11,150,214,343,150,236,259,26,1
솴,U+C1B4,9,9,12,150,214,344,150,236,260,40,1
솵,U+C1B5,9,9,13,150,214,345,150,236,261,20,1
솶,U+C1B6,9,9,14,150,214,346,150,236,262,26,1
솷,U+C1B7,9,9,15,150,214,347,150,236,263,36,1
솸,U+C1B8,9,9,16,150,214,348,150,236,264,25,1
솹,U+C1B9,9,9,17,150,214,349,150,236,265,25,1
솺,U+C1BA,9,9,18,150,214,350,150,236,266,44,1
솻,U+C1BB,9,9,19,150,214,351,150,236,267,30,1
솼,U+C1BC,9,9,20,150,214,352,150,236,268,36,1
솽,U+C1BD,9,9,21,150,214,353,150,236,269,34,1
솾,U+C1BE,9,9,22,150,214,354,150,236,270,33,1
솿,U+C1BF,9,9,23,150,214,355,150,236,271,24,1
쇀,U+C1C0,9,9,24,150,214,356,150,236,272,14,1
쇁,U+C1C1,9,9,25,150,214,357,150,236,273,20,1
쇂,U+C1C2,9,9,26,150,214,358,150,236,274,32,1
쇃,U+C1C3,9,9,27,150,214,359,150,236,275,28,1
쇄,U+C1C4,9,10,0,70,171,-1,70,193,-1,0,0
쇅,U+C1C5,9,10,1,150,215,333,150,237,305,19,1
쇆,U+C1C6,9,10,2,150,215,334,150,237,306,31,1
쇇,U+C1C7,9,10,3,150,215,335,150,237,307,37,1
쇈,U+C1C8,9,10,4,150,215,336,150,237,308,24,1
쇉,U+C1C9,9,10,5,150,215,337,150,237,309,40,1
쇊,U+C1CA,9,10,6,150,215,338,150,237,310,33,1
쇋,U+C1CB,9,10,7,150,215,339,150,237,311,22,1
쇌,U+C1CC,9,10,8,150,215,340,150,237,312,23,1
쇍,U+C1CD,9,10,9,150,215,341,150,237,313,35,1
쇎,U+C1CE,9,10,10,150,215,342,150,237,314,26,1
쇏,U+C1CF,9,10,11,150,215,343,150,237,315,26,1
쇐,U+C1D0,9,10,12,150,215,344,150,237,316,40,1
쇑,U+C1D1,9,10,13,150,215,345,150,237,317,20,1
쇒,U+C1D2,9,10,14,150,215,346,150,237,318,26,1
쇓,U+C1D3,9,10,15,150,215,347,150,237,319,36,1
쇔,U+C1D4,9,10,16,150,215,348,150,237,320,35,1
쇕,U+C1D5,9,10,17,150,215,349,150,237,321,35,1
쇖,U+C1D6,9,10,18,150,215,350,150,237,322,44,1
쇗,U+C1D7,9,10,19,150,215,351,150,237,323,30,1
쇘,U+C1D8,9,10,20,150,215,352,150,237,324,36,1
쇙,U+C1D9,9,10,21,150,215,353,150,237,325,38,1
쇚,U+C1DA,9,10,22,150,215,354,150,237,326,22,1
쇛,U+C1DB,9,10,23,150,215,355,150,237,327,26,1
쇜,U+C1DC,9,10,24,150,215,356,150,237,328,20,1
쇝,U+C1DD,9,10,25,150,215,357,150,237,329,23,1
쇞,U+C1DE,9,10,26,150,215,358,150,237,330,32,1
쇟,U+C1DF,9,10,27,150,215,359,150,237,331,32,1
쇠,U+C1E0,9,11,0,70,172,-1,70,194,-1,0,0
쇡,U+C1E1,9,11,1,150,216,333,150,238,277,12,1
쇢,U+C1E2,9,11,2,150,216,334,150,238,278,18,1
쇣,U+C1E3,9,11,3,150,216,335,150,238,279,38,1
쇤,U+C1E4,9,11,4,150,216,336,150,238,280,19,1
쇥,U+C1E5,9,11,5,150,216,337,150,238,281,20,1
쇦,U+C1E6,9,11,6,150,216,338,150,238,282,22,1
쇧,U+C1E7,9,11,7,150,216,339,150,238,283,18,1
쇨,U+C1E8,9,11,8,150,216,340,150,238,284,18,1
쇩,U+C1E9,9,11,9,150,216,341,150,238,285,28,1
쇪,U+C1EA,9,11,10,150,216,342,150,238,286,26,1
쇫,U+C1EB,9,11,11,150,216,343,150,238,287,26,1
