offset,original,current,classification
0x815A5,BD,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815A6,2F,42,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815A7,DD,3D,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815A8,28,0F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815A9,1E,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815AA,DE,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815AB,45,48,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815AC,39,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815AD,27,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815AE,2B,42,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815AF,00,88,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815B0,5B,04,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815B1,DD,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815B2,6D,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815B3,57,97,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815B4,82,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815B5,4E,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815B6,5A,59,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815B7,2F,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815B8,DD,5B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815B9,78,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815BA,DD,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815BB,7B,E5,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815BC,1E,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815BD,27,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815BE,2B,65,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815BF,00,8B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815C0,5B,0F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815C1,5F,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815C2,A6,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815C3,6B,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815C4,31,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815C5,5A,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815C6,2F,66,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815C8,78,EF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815C9,DD,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815CA,7B,8B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815CB,1E,69,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815CC,27,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815CD,2B,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815CE,00,67,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815CF,00,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815D0,5B,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815D1,A6,61,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815D2,71,2E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815D3,7F,24,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815D4,34,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815D5,5A,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815D6,2F,7B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815D8,78,68,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815D9,DD,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815DA,7B,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815DB,1E,6C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815DC,27,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815DD,2B,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815DE,00,94,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815DF,00,8D,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815E0,5B,0F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815E1,57,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815E2,65,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815E3,7F,AF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815E4,34,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815E5,5A,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815E6,2F,94,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815E7,DD,8D,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815E8,78,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815E9,DD,7A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815EA,7B,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815EB,1E,9F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815EC,27,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815ED,2B,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815EE,00,C2,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815EF,00,29,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815F0,5B,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815F1,DD,3E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815F2,3B,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815F3,5F,0E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815F4,7F,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815F5,31,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815F6,5A,CD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815F7,2F,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815F8,DD,78,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815F9,78,03,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815FA,DD,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815FB,7B,90,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815FC,1E,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815FD,27,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815FE,2B,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815FF,00,56,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81600,5B,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81601,8F,89,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81602,95,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81603,34,7B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81604,5A,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81605,2F,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81606,DD,EC,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81607,78,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81608,DD,5E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81609,7B,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8160A,1E,8B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8160B,27,69,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8160C,2B,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8160D,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8160E,00,EC,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8160F,00,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81610,5F,5E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81611,34,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81612,47,17,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81613,62,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81614,31,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81615,2F,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81616,DD,01,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81617,86,8F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81619,35,9D,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8161A,27,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8161B,2B,77,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8161D,00,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8161E,00,3C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8161F,00,34,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81620,5B,28,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81621,4B,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81622,73,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81623,2E,64,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81624,5A,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81625,2F,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81626,DD,3C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81627,78,34,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81628,DD,28,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81629,7B,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8162A,1E,D2,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8162B,27,1C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8162C,2B,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8162D,00,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8162E,00,68,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8162F,00,2E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81630,DD,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81631,94,8C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81632,C4,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81633,2F,14,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81634,9E,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81635,DD,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81636,2C,93,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81637,1E,8D,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81638,27,0F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81639,2B,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8163A,00,50,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8163B,00,95,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8163C,74,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8163D,49,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8163E,1D,C0,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8163F,1B,30,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81640,36,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81641,2E,36,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81642,55,D5,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81643,23,4F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81644,DD,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81645,04,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81646,20,50,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81647,2F,45,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81648,DD,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81649,D5,16,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8164A,39,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8164B,27,D1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8164C,2B,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8164D,00,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8164E,00,6D,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8164F,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81650,57,83,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81651,65,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81652,7F,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81653,34,43,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81654,36,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81655,1C,01,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81656,DD,2E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81657,AC,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81658,DD,38,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81659,2D,0A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8165A,DD,24,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8165B,1B,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8165C,DD,01,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8165D,51,58,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8165E,00,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8165F,00,1C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81660,A6,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81661,71,A9,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81662,7F,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81663,34,01,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81664,36,58,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81665,1C,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81666,DD,45,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81667,AC,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81668,DD,65,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81669,2D,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8166A,DD,01,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8166B,1B,58,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8166C,DD,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8166D,51,83,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8166E,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8166F,00,86,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81670,BD,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81671,23,01,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81672,DD,58,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81673,43,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81674,39,96,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81675,DE,0C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81676,FC,8F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81677,32,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81678,27,07,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81679,2B,70,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8167A,00,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8167B,00,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8167C,27,34,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8167D,43,7B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8167E,39,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8167F,23,07,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81680,87,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81681,DD,09,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81682,FE,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81683,DD,06,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81684,8D,30,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81685,2F,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81686,58,09,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81687,33,2E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81688,27,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81689,44,08,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8168A,27,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8168B,2B,5C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8168D,00,09,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8168E,00,58,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8168F,00,0F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81690,A4,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81692,41,E2,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81693,1E,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81694,27,09,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81695,2B,66,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81696,00,01,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81697,00,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81698,20,1C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81699,27,04,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8169A,C9,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8169B,31,09,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8169C,78,7C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8169D,57,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8169E,34,7A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8169F,30,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816A0,BD,9F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816A1,2F,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816A2,D0,0F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816A3,B1,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816A4,1E,E3,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816A5,27,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816A6,2B,71,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816A7,00,8D,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816A8,27,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816A9,43,15,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816AA,39,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816AB,1C,29,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816AC,BD,28,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816AD,23,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816AE,67,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816AF,78,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816B0,31,1A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816B1,7F,3E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816B2,2F,0F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816B3,DD,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816B4,3F,24,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816B5,46,33,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816B6,27,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816B7,2B,29,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816B8,00,17,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816B9,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816BA,00,66,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816BB,00,03,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816BC,27,58,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816BD,43,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816BE,39,2B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816BF,1C,D5,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816C0,BD,86,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816C1,23,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816C2,67,24,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816C3,78,86,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816C4,31,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816C5,7F,2E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816C6,2F,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816C7,DD,9D,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816C8,3F,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816C9,46,66,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816CA,27,29,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816CB,2B,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816CC,00,30,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816CD,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816CE,00,BE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816CF,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816D0,DD,66,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816D1,85,46,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816D2,59,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816D3,2D,31,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816D4,B9,51,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816D5,1C,0F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816D6,BD,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816D7,2F,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816D8,1D,45,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816D9,DD,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816DA,7D,34,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816DB,28,6B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816DC,33,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816DD,1B,2A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816DE,27,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816DF,2B,5B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816E1,00,34,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816E2,00,8F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816E3,00,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816E4,45,34,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816E5,58,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816E6,3A,AB,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816E7,2F,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816E8,28,37,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816E9,1F,3E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816EA,51,0F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816EB,20,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816EC,59,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816ED,C1,29,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816EE,30,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816EF,67,3E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816F0,78,0F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816F1,31,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x816F2,7F,40,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
