offset,original,current,classification
0x81455,3A,24,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81456,2F,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81457,70,1D,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81458,9C,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81459,27,1E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8145A,2B,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8145B,00,6C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8145C,DD,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8145D,94,29,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8145E,C4,49,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8145F,1C,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81460,2B,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81461,58,B7,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81462,40,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81463,3A,35,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81464,2F,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81465,B9,2E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81466,9C,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81467,27,24,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81468,2B,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81469,00,2A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8146A,00,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8146B,00,67,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8146C,DD,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8146D,08,2E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8146E,8D,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8146F,2A,20,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81470,D7,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81471,D1,8A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81472,36,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81473,DD,09,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81474,82,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81475,4A,30,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81476,C4,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81477,DD,D6,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81478,01,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81479,23,66,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8147B,01,9A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8147C,44,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8147D,2F,33,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8147F,15,70,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81480,46,1B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81481,27,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81482,2B,60,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81483,00,24,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81484,2B,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81485,79,34,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81486,1B,86,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81487,BF,17,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81488,30,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81489,BD,76,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8148A,2F,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8148B,45,2B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8148C,45,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8148D,6D,35,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8148E,2E,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8148F,6D,7D,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81490,67,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81491,78,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81492,31,6A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81493,7F,5F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81494,2F,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81495,DD,37,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81496,3F,4F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81497,46,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81498,27,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81499,2B,17,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8149A,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8149B,00,09,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8149C,BD,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8149D,2F,40,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8149E,DD,8E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8149F,B9,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814A0,33,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814A1,59,10,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814A2,27,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814A3,2B,0A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814A5,00,45,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814A6,00,33,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814A7,00,0F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814A8,2B,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814A9,79,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814AA,1B,46,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814AB,97,04,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814AC,CA,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814AD,44,45,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814AE,2F,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814AF,DD,06,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814B0,C4,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814B1,2E,34,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814B2,1E,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814B3,21,18,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814B4,BD,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814B5,23,45,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814B6,67,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814B7,78,06,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814B8,31,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814B9,7F,7A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814BA,2F,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814BB,DD,9F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814BC,3F,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814BD,46,45,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814BE,27,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814BF,2B,06,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814C0,00,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814C1,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814C2,00,29,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814C3,00,04,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814C4,2B,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814C5,79,45,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814C6,1B,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814C7,C1,2B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814C8,2F,0F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814C9,DD,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814CA,C4,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814CB,2E,CC,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814CC,1E,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814CD,21,45,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814CE,BD,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814CF,23,2B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814D0,67,0F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814D1,78,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814D2,31,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814D3,7F,8D,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814D4,2F,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814D5,DD,45,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814D6,3F,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814D7,46,37,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814D8,27,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814D9,2B,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814DA,00,38,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814DB,00,17,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814DC,BF,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814DD,1C,45,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814DE,20,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814DF,1F,37,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814E0,27,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814E1,39,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814E2,2F,B6,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814E3,DD,35,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814E4,EF,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814E5,39,4F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814E6,35,24,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814E7,1E,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814E8,27,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814E9,2B,62,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814EA,00,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814EB,00,2E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814EC,2B,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814ED,79,4F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814EE,1B,24,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814EF,DD,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814F0,A5,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814F1,2F,7B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814F3,A4,32,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814F4,36,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814F5,1E,4F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814F6,21,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814F7,BD,39,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814F8,23,0F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814F9,67,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814FA,78,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814FB,31,64,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814FC,7F,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814FD,2F,4F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x814FF,3F,90,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81500,46,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81501,27,7A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81502,2B,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81503,00,9F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81504,27,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81505,43,50,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81506,39,33,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81507,1C,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81508,DD,7C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81509,94,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8150A,C4,58,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8150B,2F,6C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8150C,DD,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8150D,E4,5F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8150E,32,70,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8150F,21,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81510,DB,09,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81511,6F,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81512,D7,06,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81513,31,30,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81514,5C,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81515,1E,64,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81516,27,30,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81517,2B,02,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81518,00,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81519,00,33,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8151A,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8151B,00,77,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8151C,BD,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8151D,DD,74,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8151E,4E,0F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8151F,D6,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81520,57,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81521,4E,89,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81522,62,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81523,2F,C9,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81524,A2,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81525,82,7A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81526,4E,46,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81527,1E,2E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81528,27,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81529,2B,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8152A,00,B7,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8152B,00,24,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8152C,DD,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8152D,11,81,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8152E,DE,03,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8152F,7B,02,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81530,DD,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81531,51,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81532,30,24,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81533,A2,56,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81534,82,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81535,4E,81,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81536,1E,6B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81537,1F,0F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81538,BD,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81539,23,03,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8153A,DD,DE,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8153B,9A,20,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8153C,1E,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8153D,21,83,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8153E,DD,2C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8153F,0C,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81540,DE,F8,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81541,06,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81542,2F,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81543,B1,97,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81544,4B,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81545,DD,83,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81546,5D,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81547,6D,86,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81548,27,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81549,2B,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8154A,00,06,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8154B,00,24,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8154C,A4,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8154D,B2,8A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8154E,1C,51,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8154F,27,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81550,43,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81551,39,7B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81552,23,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81553,1B,32,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81554,22,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81555,BD,8A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81557,4E,09,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81558,D6,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81559,57,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8155A,4E,25,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8155B,62,4F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8155C,2F,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8155D,D0,8F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8155E,B1,45,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8155F,1E,01,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81560,27,34,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81561,2B,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81562,00,33,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81563,00,56,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81564,1F,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81565,45,8F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81566,27,45,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81567,44,01,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81568,30,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81569,BD,37,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8156A,2F,69,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8156B,2B,31,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8156C,1B,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8156D,3F,8F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8156E,9C,58,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8156F,21,0F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81570,90,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81571,B9,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81572,23,AF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81573,1F,56,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81574,1F,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81575,44,90,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81577,A4,B4,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81578,36,DF,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81579,1E,18,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8157A,27,81,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8157B,2B,24,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8157D,00,96,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8157E,00,0C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8157F,00,8F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81580,A4,0F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81581,B2,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81582,1C,0C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81583,DD,41,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81584,AB,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81585,DE,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81586,64,08,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81587,2F,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81588,BD,22,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81589,23,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8158A,DD,4F,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8158B,01,24,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8158C,20,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8158D,29,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8158E,21,08,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8158F,CA,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81590,45,22,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81591,49,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81592,27,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81593,2B,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81595,00,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81596,00,0C,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81597,00,1E,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81598,A4,A1,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x81599,B2,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8159A,3D,30,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8159B,39,5A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8159C,3F,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8159D,22,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8159E,DF,10,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x8159F,1D,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815A0,DD,0A,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815A1,20,DD,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815A2,DD,2B,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815A3,ED,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
0x815A4,1B,00,CATALOG_OR_CURRENT_TEXT_AND_ALIGNMENT
