pointer_offset,source_offset,category,label,japanese,encoded_bytes,patched_pointer_changed,patched_payload_changed,residual_japanese,raw_hex,confirmed_text_pool
0x811C8,0x80FA4,confirmed_ui_table,skill_name[2],トータル<N:ヒ:5>ーリン<N:ク:12>,10,True,True,False,5C 31 62 53 DD B5 31 6B 34 80,True
0x811CC,0x80FB0,confirmed_ui_table,skill_name[3],ゲ<N:｣:11>ルフラッシュ,9,True,True,False,DD 4D 65 53 A6 57 82 60 AB,True
0x811D0,0x80FBC,confirmed_ui_table,skill_name[4],スロウエ<N:ネ:13>ミー,10,True,True,False,47 A2 71 DD 23 DD C6 DD 3A 31,True
0x811D4,0x80FC8,confirmed_ui_table,skill_name[5],メテオフ<N:｣:13>ール,8,True,True,False,78 DB 8F A6 DE B4 31 53,True
0x811D8,0x80FD4,confirmed_ui_table,skill_name[6],<N:午:15>ュア,4,True,True,False,DD 4E AB 42,True
0x811DC,0x80FDC,confirmed_ui_table,skill_name[7],デポ<N:｣:11><N:ス:15>ン,6,True,True,False,81 D7 65 DE 1F 34,True
0x811E0,0x80FE4,confirmed_ui_table,skill_name[8],サ<N:｣:11><N:リ:12>ント,5,True,True,False,77 65 6F 34 5C,True
0x811E4,0x80FEC,confirmed_ui_table,skill_name[9],リフ<N:リ:12>ッシュ,6,True,True,False,6B A6 6F 82 60 AB,True
0x811E8,0x80FF4,confirmed_ui_table,skill_name[10],天のさばき,6,True,True,False,DD 26 1C 3A 58 44,True
0x811EC,0x80FFC,confirmed_ui_table,skill_name[11],リ<N:ザ:8><N:リ:12>クション,8,True,True,False,6B DD C8 6F 4E 60 69 34,True
0x811F0,0x81008,confirmed_ui_table,skill_name[12],デ<N:ｲ:6>バ<N:｣:11>ト,6,True,True,False,81 DD 03 AF 65 95,True
0x811F4,0x81010,confirmed_ui_table,skill_name[13],桜花雷爆斬,10,True,True,False,DE 3C DE 1B DD A5 DD 41 DD 5C,True
0x811F8,0x8101C,confirmed_ui_table,skill_name[14],呪縛剣,6,True,True,False,DE 35 DE 94 DD 8D,True
0x811FC,0x81024,confirmed_ui_table,skill_name[15],<N:真:2><N:空:2>斬,6,True,True,False,DE 9F DD 18 DD 5C,True
0x81200,0x8102C,confirmed_ui_table,skill_name[16],<N:虎:5><N:影:1>斬,6,True,True,False,DE E9 DE 81 DD 5C,True
0x81204,0x81034,confirmed_ui_table,skill_name[17],戦の小太鼓,8,True,True,False,63 1C DD 88 DD A9 DD F1,True
0x81208,0x81040,confirmed_ui_table,skill_name[18],荒獅子太鼓,9,True,True,False,DD C0 DE A7 96 DD A9 DD F1,True
0x8120C,0x8104C,confirmed_ui_table,skill_name[19],気合いラッパ,7,True,True,False,A9 DD AC 1B 57 82 A3,True
0x81210,0x81054,confirmed_ui_table,skill_name[20],へろへろラッパ,7,True,True,False,8A 55 8A 55 57 82 A3,True
0x81214,0x8105C,confirmed_ui_table,skill_name[21],いやしのたてごと,8,True,True,False,1B 40 1E 1C 1F 21 79 36,True
0x81218,0x81068,confirmed_ui_table,skill_name[22],のろまのベース,8,True,True,False,1C 55 27 1C DD B4 31 47,True
0x8121C,0x81074,confirmed_ui_table,skill_name[23],い<N:駄:2>天のオカリナ,10,True,True,False,1B DE CD DD 26 1C 8F BC 6B 7C,True
0x81220,0x81080,confirmed_ui_table,skill_name[24],向き直りの笛,9,True,True,False,DD 01 44 DD 85 39 1C DE 2F,True
0x81224,0x8108C,confirmed_ui_table,skill_name[25],エクス<N:フ:11>ロージョン,11,True,True,False,DD 23 4E 47 DD 55 A2 31 7F 69 34,True
0x81228,0x81098,confirmed_ui_table,skill_name[26],トリーム<N:メ:6>ック,8,True,True,False,95 6B 31 D8 DD 5F 82 4E,True
0x8122C,0x810A4,confirmed_ui_table,skill_name[27],ダ<N:｣:11>ヤモントダスト,9,True,True,False,67 65 BB 5F 34 95 67 47 5C,True
0x81230,0x810B0,confirmed_ui_table,skill_name[28],ウ<N:｣:11>ントスラッシャー,10,True,True,False,71 65 34 95 47 57 82 60 D6 31,True
0x81234,0x810BC,confirmed_ui_table,skill_name[29],<N:ヒ:5>ートウ<N:｣:13>ール,9,True,True,False,DD B5 31 5C 71 DE B4 31 53,True
0x81238,0x810C8,confirmed_ui_table,skill_name[30],サンダーストーム,8,True,True,False,77 34 67 31 47 5C 31 D8,True
0x8123C,0x810D4,confirmed_ui_table,skill_name[31],テ<N:リ:12>ポート,5,True,True,False,DB 6F D7 31 5C,True
0x81240,0x810DC,confirmed_ui_table,skill_name[32],心<N:眼:3>法,6,True,True,False,DD 11 DE 7B DD 51,True
0x81244,0x810E4,confirmed_ui_table,skill_name[33],<N:退:3>魔光弾,8,True,True,False,DE 63 DD 1B DD 0C DE 06,True
0x81248,0x810F0,confirmed_ui_table,skill_name[34],旋風撃蹴,6,True,True,False,DE 9C C1 B1 DE A3,True
0x8124C,0x810F8,confirmed_ui_table,skill_name[35],流星爆,6,True,True,False,DE 24 DE D6 DD 41,True
0x81250,0x81100,confirmed_ui_table,skill_name[36],鬼神流<N:影:1><N:波:1>,10,True,True,False,DE F4 DD 2F DE 24 DE 81 DE 5B,True
0x81254,0x8110C,confirmed_ui_table,skill_name[37],滅掌烈破,8,True,True,False,DD 40 DE DA DE 85 DD 62,True
0x81258,0x81118,confirmed_ui_table,skill_name[38],<N:ゲ:16>ラック,5,True,True,False,DD 6D 57 82 4E,True
0x8125C,0x81120,confirmed_ui_table,skill_name[39],モフリー,4,True,True,False,5F A6 6B 31,True
0x81260,0x81128,confirmed_ui_table,skill_name[40],フウジン,4,True,True,False,A6 71 7F 34,True
0x81264,0x81130,confirmed_ui_table,skill_name[41],ラ<N:｣:11>ジン,4,True,True,False,57 65 7F 34,True
0x81268,0x81138,confirmed_ui_table,skill_name[42],へモジー,5,True,True,False,DD 3B 5F 7F 31,True
0x8126C,0x81140,confirmed_ui_table,skill_name[43],オトン,3,True,True,False,8F 95 34,True
0x81270,0x81144,confirmed_ui_table,skill_name[44],調ベる,5,True,True,False,DD 86 DD 35 22,True
0x81274,0x8114C,confirmed_ui_table,skill_name[45],ちょこ,3,True,True,False,4B 73 2E,True
0x81278,0x81150,confirmed_ui_table,skill_name[46],回復,3,True,True,False,9E DD 2C,True
0x8127C,0x81154,confirmed_ui_table,skill_name[47],<N:ｴ:24>か造り,6,True,True,False,DD 04 20 DD D5 39,True
0x81280,0x8115C,confirmed_ui_table,skill_name[48],風雷破,5,True,True,False,C1 DD A5 DD 62,True
0x81284,0x81164,confirmed_ui_table,skill_name[49],風雷破,5,True,True,False,C1 DD A5 DD 62,True
0x81288,0x8116C,confirmed_ui_table,skill_name[50],乗り移り,6,True,True,False,DD 43 39 DE FC 39,True
0x8128C,0x81174,confirmed_ui_table,skill_name[51],バク<N:リ:12>ツ手裏剣,10,True,True,False,AF 4E 6F DF 01 87 DD FE DD 8D,True
0x81290,0x81180,confirmed_ui_table,skill_name[52],自爆,3,True,True,False,A4 DD 41,True
0x81294,0x81184,confirmed_ui_table,skill_name[53],ジ<N:ニ:13>クへの階段,10,True,True,False,7F DD 3C 4E 8A 1C DD B2 DE 61,True
0x81298,0x81190,confirmed_ui_table,skill_name[54],4方向,4,True,True,False,15 C4 DD 01,True
0x8129C,0x81198,confirmed_ui_table,skill_name[55],炎雷崩,5,True,True,False,BF DD A5 DE 90,True
0x812A0,0x811A0,confirmed_ui_table,skill_name[56],ダスト・ルー<N:｣:11>ン,8,True,True,False,67 47 5C 2C 53 31 65 34,True
0x812A4,0x811AC,confirmed_ui_table,skill_name[57],ヨミのつばさ,8,True,True,False,DD 14 DD 3A 1C 45 58 3A,True
0x812A8,0x811B8,confirmed_ui_table,skill_name[58],やる気なし,5,True,True,False,40 22 A9 1D 1E,True
0x8170C,0x812B0,confirmed_ui_table,skill_description[1],ようがんを発生させ敵にダメージを<N:与:3>えます,22,True,True,False,3D 26 2A 2D 2F 76 DD 1C 3A 59 BD 23 67 78 31 7F 2F DD 3F 46 27 2B,True
0x81710,0x812C8,confirmed_ui_table,skill_description[2],ステ<N:｣:11>タス傷害と体力を回復します,20,True,True,False,47 DB 65 62 47 DE 6A DE 7E 36 DD 2D 61 2F 9E DD 2C 1E 27 2B,True
0x81714,0x812E0,confirmed_ui_table,skill_description[3],いくうかんからの攻撃で敵にダメージを<N:与:3>えます,23,True,True,False,1B 3E 26 20 2D 20 33 1C D0 B1 30 BD 23 67 78 31 7F 2F DD 3F 46 27 2B,True
0x81718,0x812F8,confirmed_ui_table,skill_description[4],敵の素早さを下げます,12,True,True,False,BD 1C DE D3 DD 21 3A 2F 70 9C 27 2B,True
0x8171C,0x81308,confirmed_ui_table,skill_description[5],いんせきが落下しまわりの敵にダメージを<N:与:3>えます,25,True,True,False,1B 2D 59 44 2A DD A4 70 1E 27 43 39 1C BD 23 67 78 31 7F 2F DD 3F 46 27 2B,True
0x81720,0x81324,confirmed_ui_table,skill_description[6],体力を回復します,10,True,True,False,DD 2D 61 2F 9E DD 2C 1E 27 2B,True
0x81724,0x81330,confirmed_ui_table,skill_description[7],<N:毒:1>を消しさります,10,True,True,False,DD CF 2F DD 28 1E 3A 39 27 2B,True
0x81728,0x8133C,confirmed_ui_table,skill_description[8],敵の魔法を封じ込めます,15,True,True,False,BD 1C DD 1B DD 51 2F DD 0F 4A DD 5D 51 27 2B,True
0x8172C,0x8134C,confirmed_ui_table,skill_description[9],ステ<N:｣:11>タス傷害を回復します,16,True,True,False,47 DB 65 62 47 DE 6A DE 7E 2F 9E DD 2C 1E 27 2B,True
0x81730,0x81360,confirmed_ui_table,skill_description[10],天使が画面外に飛んでいき<N:リ:12>ー<N:ザ:8>ーで攻撃します,29,True,True,False,DD 26 DD 33 2A DE 7F DE 8C DD 6B 23 DD 72 2D 30 1B 44 6F 31 DD C8 31 30 D0 B1 1E 27 2B,True
0x81734,0x81380,confirmed_ui_table,skill_description[11],戦闘不能になつた味方を呼び戻せます,21,True,True,False,63 93 DD 71 DD 80 23 1D 29 1F DD 94 C4 2F DD C2 99 D9 59 27 2B,True
0x81738,0x81398,confirmed_ui_table,skill_description[12],敵の体力をすいとり味方に分け<N:与:3>えます,21,True,True,False,BD 1C DD 2D 61 2F 2B 1B 36 39 DD 94 C4 23 B2 49 DD 3F 46 27 2B,True
0x8173C,0x813B0,confirmed_ui_table,skill_description[13],敵一体に必殺の剣で斬りつけます,20,True,True,False,BD 8E DD 2D 23 DD CC DD 7A 1C DD 8D 30 DD 5C 39 45 49 27 2B,True
0x81740,0x813C8,confirmed_ui_table,skill_description[14],敵をマ<N:ヒ:5>させます,9,True,True,False,BD 2F 64 DD B5 3A 59 27 2B,True
0x81744,0x813D4,confirmed_ui_table,skill_description[15],2ます先の敵を斬りつけます,15,True,True,False,13 27 2B DD 66 1C BD 2F DD 5C 39 45 49 27 2B,True
0x81748,0x813E4,confirmed_ui_table,skill_description[16],敵に向かつて走り込んで斬りつけます,21,True,True,False,BD 23 DD 01 20 29 21 DE 66 39 DD 5D 2D 30 DD 5C 39 45 49 27 2B,True
0x8174C,0x813FC,confirmed_ui_table,skill_description[17],味方の攻撃力を上げます,12,True,True,False,DD 94 C4 1C D0 B1 61 2F B9 9C 27 2B,True
0x81750,0x8140C,confirmed_ui_table,skill_description[18],<N:波:1>動<N:リ:12>ー<N:ザ:8>ー弾を撃ちます,15,True,True,False,DE 5B DC 6F 31 DD C8 31 DE 06 2F B1 4B 27 2B,True
0x81754,0x8141C,confirmed_ui_table,skill_description[19],<N:遠:1>くの敵を気合で攻撃します,15,True,True,False,DE 4C 3E 1C BD 2F A9 DD AC 30 D0 B1 1E 27 2B,True
0x81758,0x8142C,confirmed_ui_table,skill_description[20],一度にたくさんの爆弾を撃ちます,18,True,True,False,8E DD 20 23 1F 3E 3A 2D 1C DD 41 DE 06 2F B1 4B 27 2B,True
0x8175C,0x81440,confirmed_ui_table,skill_description[21],味方の体力を回復します,14,True,True,False,DD 94 C4 1C DD 2D 61 2F 9E DD 2C 1E 27 2B,True
0x81760,0x81450,confirmed_ui_table,skill_description[22],敵のすばやさを下げます,11,True,True,False,BD 1C 2B 58 40 3A 2F 70 9C 27 2B,True
0x81764,0x8145C,confirmed_ui_table,skill_description[23],味方のすばやさを上げます,13,True,True,False,DD 94 C4 1C 2B 58 40 3A 2F B9 9C 27 2B,True
0x81768,0x8146C,confirmed_ui_table,skill_description[24],全員がポニと同じ方向に向きを変えます,23,True,True,False,DD 08 8D 2A D7 D1 36 DD 82 4A C4 DD 01 23 DD 01 44 2F DD 15 46 27 2B,True
0x8176C,0x81484,confirmed_ui_table,skill_description[25],すごい炎で敵をつつみこみダメージを<N:与:3>えます,22,True,True,False,2B 79 1B BF 30 BD 2F 45 45 6D 2E 6D 67 78 31 7F 2F DD 3F 46 27 2B,True
0x81770,0x8149C,confirmed_ui_table,skill_description[26],敵を<N:眠:5>らせます,8,True,True,False,BD 2F DD B9 33 59 27 2B,True
0x81774,0x814A8,confirmed_ui_table,skill_description[27],すごいふぶきを起こして敵にダメージを<N:与:3>えます,24,True,True,False,2B 79 1B 97 CA 44 2F DD C4 2E 1E 21 BD 23 67 78 31 7F 2F DD 3F 46 27 2B,True
0x81778,0x814C4,confirmed_ui_table,skill_description[28],すごい風を起こして敵にダメージを<N:与:3>えます,22,True,True,False,2B 79 1B C1 2F DD C4 2E 1E 21 BD 23 67 78 31 7F 2F DD 3F 46 27 2B,True
0x8177C,0x814DC,confirmed_ui_table,skill_description[29],炎のかたまりを作りだします,14,True,True,False,BF 1C 20 1F 27 39 2F DD EF 39 35 1E 27 2B,True
0x81780,0x814EC,confirmed_ui_table,skill_description[30],すごい雷を落として敵にダメージを<N:与:3>えます,23,True,True,False,2B 79 1B DD A5 2F DD A4 36 1E 21 BD 23 67 78 31 7F 2F DD 3F 46 27 2B,True
0x81784,0x81504,confirmed_ui_table,skill_description[31],まわりの味方を連れてテ<N:リ:12>ポートします,20,True,True,False,27 43 39 1C DD 94 C4 2F DD E4 32 21 DB 6F D7 31 5C 1E 27 2B,True
0x81788,0x8151C,confirmed_ui_table,skill_description[32],敵<N:午:15>ャラクタをロックします,14,True,True,False,BD DD 4E D6 57 4E 62 2F A2 82 4E 1E 27 2B,True
0x8178C,0x8152C,confirmed_ui_table,skill_description[33],心<N:眼:3>法でロックした敵に対して光弾を撃ち込みます,30,True,True,False,DD 11 DE 7B DD 51 30 A2 82 4E 1E 1F BD 23 DD 9A 1E 21 DD 0C DE 06 2F B1 4B DD 5D 6D 27 2B,True
0x81790,0x8154C,confirmed_ui_table,skill_description[34],自分のまわりにいる敵<N:午:15>ャラクタを攻撃します,22,True,True,False,A4 B2 1C 27 43 39 23 1B 22 BD DD 4E D6 57 4E 62 2F D0 B1 1E 27 2B,True
0x81794,0x81564,confirmed_ui_table,skill_description[35],たつまきで敵をすいあげて地上にたたき落とします,24,True,True,False,1F 45 27 44 30 BD 2F 2B 1B 3F 9C 21 90 B9 23 1F 1F 44 DD A4 36 1E 27 2B,True
0x81798,0x81580,confirmed_ui_table,skill_description[36],自分の残像を敵に向かつてぶつけます,20,True,True,False,A4 B2 1C DD AB DE 64 2F BD 23 DD 01 20 29 21 CA 45 49 27 2B,True
0x8179C,0x81598,confirmed_ui_table,skill_description[37],自分よりある程度弱い敵を消し去ります,23,True,True,False,A4 B2 3D 39 3F 22 DF 1D DD 20 DD ED 1B BD 2F DD 28 1E DE 45 39 27 2B,True
0x817A0,0x815B0,confirmed_ui_table,skill_description[38],<N:ｌ:5><N:ゲ:16>ラックへを召喚します,15,True,True,False,5B DD 6D 57 82 4E 5A 2F DD 78 DD 7B 1E 27 2B,True
0x817A4,0x815C0,confirmed_ui_table,skill_description[39],<N:ｌ:5>モフリーへを召喚します,14,True,True,False,5B 5F A6 6B 31 5A 2F DD 78 DD 7B 1E 27 2B,True
0x817A8,0x815D0,confirmed_ui_table,skill_description[40],<N:ｌ:5>フウジンへを召喚します,14,True,True,False,5B A6 71 7F 34 5A 2F DD 78 DD 7B 1E 27 2B,True
0x817AC,0x815E0,confirmed_ui_table,skill_description[41],<N:ｌ:5>ラ<N:｣:11>ジンへを召喚します,14,True,True,False,5B 57 65 7F 34 5A 2F DD 78 DD 7B 1E 27 2B,True
0x817B0,0x815F0,confirmed_ui_table,skill_description[42],<N:ｌ:5>へモジーへを召喚します,15,True,True,False,5B DD 3B 5F 7F 31 5A 2F DD 78 DD 7B 1E 27 2B,True
0x817B4,0x81600,confirmed_ui_table,skill_description[43],<N:ｌ:5>オトンへを召喚します,13,True,True,False,5B 8F 95 34 5A 2F DD 78 DD 7B 1E 27 2B,True
0x817B8,0x81610,confirmed_ui_table,skill_description[44],モンスターを調ベます,12,True,True,False,5F 34 47 62 31 2F DD 86 DD 35 27 2B,True
0x817BC,0x81620,confirmed_ui_table,skill_description[45],<N:ｌ:5>ちょこへを召喚します,13,True,True,False,5B 4B 73 2E 5A 2F DD 78 DD 7B 1E 27 2B,True
0x817C0,0x81630,confirmed_ui_table,skill_description[46],味方を回復します,10,True,True,False,DD 94 C4 2F 9E DD 2C 1E 27 2B,True
0x817C4,0x8163C,confirmed_ui_table,skill_description[47],行けないところに<N:ｴ:24>かを造ります,17,True,True,False,74 49 1D 1B 36 2E 55 23 DD 04 20 2F DD D5 39 27 2B,True
0x817C8,0x81650,confirmed_ui_table,skill_description[48],ラ<N:｣:11>ジンとの合体魔法,14,True,True,False,57 65 7F 34 36 1C DD AC DD 2D DD 1B DD 51,True
0x817CC,0x81660,confirmed_ui_table,skill_description[49],フウジンとの合体魔法,14,True,True,False,A6 71 7F 34 36 1C DD AC DD 2D DD 1B DD 51,True
0x817D0,0x81670,confirmed_ui_table,skill_description[50],敵に乗り移れます,10,True,True,False,BD 23 DD 43 39 DE FC 32 27 2B,True
0x817D4,0x8167C,confirmed_ui_table,skill_description[51],まわりに手裏剣をばらまきます,16,True,True,False,27 43 39 23 87 DD FE DD 8D 2F 58 33 27 44 27 2B,True
0x817D8,0x81690,confirmed_ui_table,skill_description[52],自爆します,6,True,True,False,A4 DD 41 1E 27 2B,True
0x817DC,0x81698,confirmed_ui_table,skill_description[53],かまフーメランで敵を攻撃します,15,True,True,False,20 27 C9 31 78 57 34 30 BD 2F D0 B1 1E 27 2B,True
0x817E0,0x816A8,confirmed_ui_table,skill_description[54],まわりの敵にダメージを<N:与:3>えます,16,True,True,False,27 43 39 1C BD 23 67 78 31 7F 2F DD 3F 46 27 2B,True
0x817E4,0x816BC,confirmed_ui_table,skill_description[55],まわりの敵にダメージを<N:与:3>えます,16,True,True,False,27 43 39 1C BD 23 67 78 31 7F 2F DD 3F 46 27 2B,True
0x817E8,0x816D0,confirmed_ui_table,skill_description[56],直せん上の敵をなぎはらいます,16,True,True,False,DD 85 59 2D B9 1C BD 2F 1D DD 7D 28 33 1B 27 2B,True
0x817EC,0x816E4,confirmed_ui_table,skill_description[57],つばさをはためかせ風でダメージを<N:与:3>えます,21,True,True,False,45 58 3A 2F 28 1F 51 20 59 C1 30 67 78 31 7F 2F DD 3F 46 27 2B,True
0x817F0,0x816FC,confirmed_ui_table,skill_description[58],敵をへモジーにします,11,True,True,False,BD 2F DD 3B 5F 7F 31 23 1E 27 2B,True
0x81B4C,0x817F4,confirmed_ui_table,character_name[0],アーク,3,True,True,False,42 31 4E,True
0x81B50,0x817F8,confirmed_ui_table,character_name[1],ククル,3,True,True,False,4E 4E 53,True
0x81B54,0x817FC,confirmed_ui_table,character_name[2],トッシュ,4,True,True,False,5C 82 60 AB,True
0x81B5C,0x81808,confirmed_ui_table,character_name[4],<N:ニ:13>ーゲン,6,True,True,False,DD 3C 31 DD 4D 34,True
0x81B60,0x81810,confirmed_ui_table,character_name[5],<N:｣:11>ー<N:力:5>,4,True,False,False,65 31 DD 02,True
0x81B64,0x81818,confirmed_ui_table,character_name[6],マーシャル,5,True,False,False,64 31 60 D6 53,True
0x81B68,0x81820,confirmed_ui_table,character_name[7],チョン<N:力:5>ラ,6,True,True,False,6C 69 34 DD 02 57,True
0x81B78,0x81834,confirmed_ui_table,character_name[11],ス<N:ゲ:16>ルトン,6,True,True,False,47 DD 6D 53 5C 34,True
0x81B7C,0x8183C,confirmed_ui_table,character_name[12],<N:ニ:13>ースト,5,True,True,False,DD 3C 31 47 5C,True
0x81B80,0x81844,confirmed_ui_table,character_name[13],<N:ゾ:12>ン<N:ビ:5>,5,True,True,False,DF 02 34 DE 1E,True
0x81B84,0x8184C,confirmed_ui_table,character_name[14],<N:ク:12>リーンスラ<N:｣:11>ム,8,True,True,False,80 6B 31 34 47 57 65 D8,True
0x81B88,0x81858,confirmed_ui_table,character_name[15],カンジャ,5,True,True,False,DD 56 34 7F D6,True
0x81B8C,0x81860,confirmed_ui_table,character_name[16],メ<N:｣:11>ジ,3,True,True,False,78 65 7F,True
0x81B90,0x81864,confirmed_ui_table,character_name[17],フ<N:=:12><N:｣:11>ター,6,True,True,False,A6 DE 4E 65 62 31,True
0x81B94,0x8186C,confirmed_ui_table,character_name[18],破戒僧,5,True,True,False,DD 62 DF 52 84,True
0x81B98,0x81874,confirmed_ui_table,character_name[19],ジャ<N:｣:11>アントバット,9,True,True,False,7F D6 65 42 34 5C AF 82 5C,True
0x81B9C,0x81880,confirmed_ui_table,character_name[20],トールマスター,7,True,True,False,95 31 53 64 47 62 31,True
0x81BA0,0x81888,confirmed_ui_table,character_name[21],死神,4,True,True,False,DD 22 DD 2F,True
0x81BA4,0x81890,confirmed_ui_table,character_name[22],エ<N:リ:12>メンタル,7,True,True,False,DD 23 6F 78 34 62 53,True
0x81BA8,0x81898,confirmed_ui_table,character_name[23],妖樹,4,True,True,False,DF 08 DF 37,True
0x81BAC,0x818A0,confirmed_ui_table,character_name[24],フ<N:=:12>ンタ<N:ス:15>ム,8,True,True,False,A6 DE 4E 34 62 DE 1F D8,True
0x81BB0,0x818AC,confirmed_ui_table,character_name[25],シート<N:リ:12><N:｣:11>ク,6,True,True,False,60 31 95 6F 65 4E,True
0x81BB4,0x818B4,confirmed_ui_table,character_name[26],マ<N:｣:11>テ<N:ｲ:6>フラ<N:｣:11>,8,True,True,False,64 65 DB DD 03 A6 57 65,True
0x81BB8,0x818C0,confirmed_ui_table,character_name[27],<N:午:15>ラートッ<N:ク:12>,7,True,True,False,DD 4E 57 31 95 82 80,True
0x81BBC,0x818C8,confirmed_ui_table,character_name[28],<N:リ:12>ットス<N:ゲ:16>ルトン,9,True,True,False,6F 82 95 47 DD 6D 53 5C 34,True
0x81BC0,0x818D4,confirmed_ui_table,character_name[29],フラックスカル,7,True,True,False,C9 57 82 4E 47 BC 53,True
0x81BC4,0x818DC,confirmed_ui_table,character_name[30],<N:リ:12><N:｣:11>ス,3,True,True,False,6F 65 47,True
0x81BC8,0x818E0,confirmed_ui_table,character_name[31],<N:ク:12>ール,3,True,True,False,80 31 53,True
0x81BCC,0x818E4,confirmed_ui_table,character_name[32],フリージー,5,True,True,False,A6 6B 31 7F 31,True
0x81BD0,0x818EC,confirmed_ui_table,character_name[33],アシットスラ<N:｣:11>ム,8,True,True,False,42 60 82 95 47 57 65 D8,True
0x81BD4,0x818F8,confirmed_ui_table,character_name[34],アサッシン,5,True,True,False,42 77 82 60 34,True
0x81BD8,0x81900,confirmed_ui_table,character_name[35],スーパーシ<N:メ:6><N:ビ:5>,9,True,True,False,47 31 A3 31 60 DD 5F DE 1E,True
0x81BDC,0x8190C,confirmed_ui_table,character_name[36],ウ<N:｣:11>ッチクラフト,8,True,True,False,71 65 82 6C 4E 57 A6 5C,True
0x81BE0,0x81918,confirmed_ui_table,character_name[37],ソーサラー,6,True,True,False,DE 4D 31 77 57 31,True
0x81BE4,0x81920,confirmed_ui_table,character_name[38],<N:ネ:13>クロマンサー,8,True,True,False,DD C6 4E A2 64 34 77 31,True
0x81BE8,0x8192C,confirmed_ui_table,character_name[39],ウ<N:ｲ:6><N:ザ:8>ート,7,True,True,False,71 DD 03 DD C8 31 95,True
0x81BEC,0x81934,confirmed_ui_table,character_name[40],闇法師,6,True,True,False,DE B2 DD 51 DE 11,True
0x81BF0,0x8193C,confirmed_ui_table,character_name[41],修験者,5,True,True,False,DD BF DE 75 7E,True
0x81BF4,0x81944,confirmed_ui_table,character_name[42],下法師,5,True,True,False,70 DD 51 DE 11,True
0x81BF8,0x8194C,confirmed_ui_table,character_name[43],<N:ネ:13><N:ビ:5>ュラス,7,True,True,False,DD C6 DE 1E AB 57 47,True
0x81BFC,0x81954,confirmed_ui_table,character_name[44],道化師,6,True,True,False,DD 52 DD 7C DE 11,True
0x81C00,0x8195C,confirmed_ui_table,character_name[45],デス<N:ハ:12>ウント,7,True,True,False,81 47 DD A2 71 34 95,True
0x81C08,0x81968,confirmed_ui_table,character_name[47],ウ<N:=:12>ンパ<N:｣:11>アバット,11,True,True,False,DD 39 DE 4E 34 A3 65 42 AF 82 5C,True
0x81C0C,0x81974,confirmed_ui_table,character_name[48],ソートマン,6,True,True,False,DE 4D 31 95 64 34,True
0x81C10,0x8197C,confirmed_ui_table,character_name[49],ナ<N:｣:11>トマスター,7,True,True,False,7C 65 5C 64 47 62 31,True
0x81C14,0x81984,confirmed_ui_table,character_name[50],<N:ク:12><N:リ:12>ートナ<N:｣:11>ト,7,True,True,False,80 6F 31 5C 7C 65 5C,True
0x81C18,0x8198C,confirmed_ui_table,character_name[51],ポ<N:｣:11><N:ス:15>ンスモッ<N:ク:12>,9,True,True,False,D7 65 DE 1F 34 47 5F 82 80,True
0x81C1C,0x81998,confirmed_ui_table,character_name[52],メデューサリ<N:ザ:8>ート,10,True,True,False,78 81 AB 31 77 6B DD C8 31 95,True
0x81C20,0x819A4,confirmed_ui_table,character_name[53],トラ<N:ニ:13>ンフラ<N:｣:11>,8,True,True,False,95 57 DD 3C 34 A6 57 65,True
0x81C24,0x819B0,confirmed_ui_table,character_name[54],マントラッ<N:フ:11>,7,True,True,False,64 34 5C 57 82 DD 55,True
0x81C28,0x819B8,confirmed_ui_table,character_name[55],デスフ<N:リ:12><N:｣:11>ム,6,True,True,False,81 47 A6 6F 65 D8,True
0x81C2C,0x819C0,confirmed_ui_table,character_name[56],エ<N:リ:12>メンタルマスター,11,True,True,False,DD 23 6F 78 34 62 53 64 47 62 31,True
0x81C30,0x819CC,confirmed_ui_table,character_name[57],<N:｣:11>ー<N:力:5>,4,True,True,False,65 31 DD 02,True
0x81C38,0x819D8,confirmed_ui_table,character_name[59],野生へモジー,9,True,True,False,DD E7 DD 1C DD 3B 5F 7F 31,True
0x81C3C,0x819E4,confirmed_ui_table,character_name[60],<N:リ:12>ッサーデーモン,8,True,True,False,6F 82 77 31 81 31 5F 34,True
0x81C40,0x819F0,confirmed_ui_table,character_name[61],<N:ク:12><N:リ:12>ーターデーモン,9,True,True,False,80 6F 31 62 31 81 31 5F 34,True
0x81C44,0x819FC,confirmed_ui_table,character_name[62],スタン<N:ニ:13>ー<N:リ:12>ム,8,True,True,False,47 62 34 DD 3C 31 6F D8,True
0x81C48,0x81A08,confirmed_ui_table,character_name[63],ワ<N:｣:11>バーン,6,True,True,False,DD A0 65 AF 31 34,True
0x81C4C,0x81A10,confirmed_ui_table,character_name[64],マットバトラー,7,True,True,False,64 82 95 AF 5C 57 31,True
0x81C50,0x81A18,confirmed_ui_table,character_name[65],アークデーモン,7,True,True,False,42 31 4E 81 31 5F 34,True
0x81C54,0x81A20,confirmed_ui_table,character_name[66],フ<N:=:12><N:｣:11>ア<N:ニ:13>ー<N:リ:12>ム,10,True,True,False,A6 DE 4E 65 42 DD 3C 31 6F D8,True
0x81C58,0x81A2C,confirmed_ui_table,character_name[67],カッパートラ<N:ニ:13>ン,9,True,True,False,BC 82 A3 31 95 57 DD 3C 34,True
