pointer_offset,source_offset,category,label,japanese,encoded_bytes,patched_pointer_changed,patched_payload_changed,residual_japanese,raw_hex,confirmed_text_pool
0x10,0x5AFBC,unclassified_pointer,,い<N:ク:12>！？<CTRL:E8>入ア、か<N:ク:12>”？方<CTRL:E3>戦、,16,False,False,True,1B 80 02 3C E8 86 42 24 20 80 03 3C C4 E3 63 24,False
0x18,0x800,unclassified_pointer,,ルょ出力タ霊下<N:｣:11>何ゃ<N:｣:11>力マかさか<N:｣:11>ピピ<N:リ:12>ピ）,22,False,False,True,53 73 56 61 62 4F 70 65 6E 48 65 61 64 20 3A 20 65 72 72 6F 72 0A,False
0xA88,0x1831C,unclassified_pointer,,ょ知<N:≠:16><N:ｌ:6>てか,6,False,False,True,73 C6 04 0C 21 20,False
0xA8C,0x182FC,unclassified_pointer,,。ぶ<N:≠:16><N:ｌ:6>てか,6,False,False,True,37 CA 04 0C 21 20,False
0xA90,0x182FC,unclassified_pointer,,。ぶ<N:≠:16><N:ｌ:6>てか,6,False,False,True,37 CA 04 0C 21 20,False
0xA94,0x182FC,unclassified_pointer,,。ぶ<N:≠:16><N:ｌ:6>てか,6,False,False,True,37 CA 04 0C 21 20,False
0xA98,0x1830C,unclassified_pointer,,士ぶ<N:≠:16><N:ｌ:6>てか,6,False,False,True,68 CA 04 0C 21 20,False
0xA9C,0x1830C,unclassified_pointer,,士ぶ<N:≠:16><N:ｌ:6>てか,6,False,False,True,68 CA 04 0C 21 20,False
0xAA0,0x1830C,unclassified_pointer,,士ぶ<N:≠:16><N:ｌ:6>てか,6,False,False,True,68 CA 04 0C 21 20,False
0xAF8,0x3E1D0,unclassified_pointer,,てかや！ち戦<N:＄:1><N:ｌ:6>てはか！り戦<N:＄:1>’,16,False,False,True,21 20 40 02 4B 63 05 0C 21 28 20 02 39 63 05 08,False
0xB00,0x3E244,unclassified_pointer,,あ戦<N:＄:1>’,4,False,False,True,3F 63 05 08,False
0xB04,0x3E24C,unclassified_pointer,,ムぞ<N:＄:1><N:ｌ:6>てかか！り戦<N:＄:1>’,12,False,False,True,D8 6A 05 0C 21 20 20 02 39 63 05 08,False
0xB08,0x3E25C,unclassified_pointer,,ムぞ<N:＄:1><N:ｌ:6>てかか！り戦<N:＄:1>’！,13,False,False,True,D8 6A 05 0C 21 20 20 02 39 63 05 08 02,False
0xB0C,0x3E2CC,unclassified_pointer,,ムぞ<N:＄:1><N:ｌ:6>てかか！,8,False,False,True,D8 6A 05 0C 21 20 20 02,False
0xB10,0x3E2E8,unclassified_pointer,,ムぞ<N:＄:1><N:ｌ:6>てかか！,8,False,False,True,D8 6A 05 0C 21 20 20 02,False
0xB14,0x3E26C,unclassified_pointer,,ムぞ<N:＄:1><N:ｌ:6>てかか！山,9,False,False,True,D8 6A 05 0C 21 20 20 02 9B,False
0xB1C,0x3E304,unclassified_pointer,,ムぞ<N:＄:1><N:ｌ:6>てかか！き,9,False,False,True,D8 6A 05 0C 21 20 20 02 44,False
0xB20,0x3E318,unclassified_pointer,,ムぞ<N:＄:1><N:ｌ:6>てかか！き,9,False,False,True,D8 6A 05 0C 21 20 20 02 44,False
0xB24,0x3E32C,unclassified_pointer,,ムぞ<N:＄:1><N:ｌ:6>てかか！り戦<N:＄:1>’,12,False,False,True,D8 6A 05 0C 21 20 20 02 39 63 05 08,False
0xB28,0x3E33C,unclassified_pointer,,ムぞ<N:＄:1><N:ｌ:6>てかか！,8,False,False,True,D8 6A 05 0C 21 20 20 02,False
0xB2C,0x3E358,unclassified_pointer,,ムぞ<N:＄:1><N:ｌ:6>てかか！り戦<N:＄:1>’！,13,False,False,True,D8 6A 05 0C 21 20 20 02 39 63 05 08 02,False
0xB30,0x3E368,unclassified_pointer,,ムぞ<N:＄:1><N:ｌ:6>てかか！！,9,False,False,True,D8 6A 05 0C 21 20 20 02 02,False
0xB34,0x3E384,unclassified_pointer,,ムぞ<N:＄:1><N:ｌ:6>てかか！り戦<N:＄:1>’<N:≠:16>,13,False,False,True,D8 6A 05 0C 21 20 20 02 39 63 05 08 04,False
0xB38,0x3E394,unclassified_pointer,,ムぞ<N:＄:1><N:ｌ:6>てかか！<N:≠:16>,9,False,False,True,D8 6A 05 0C 21 20 20 02 04,False
0xB3C,0x3E3B0,unclassified_pointer,,ムぞ<N:＄:1><N:ｌ:6>てかか！,8,False,False,True,D8 6A 05 0C 21 20 20 02,False
0xB40,0x3E3C8,unclassified_pointer,,ムぞ<N:＄:1><N:ｌ:6>てかか！,8,False,False,True,D8 6A 05 0C 21 20 20 02,False
0xB44,0x3E3E8,unclassified_pointer,,ムぞ<N:＄:1><N:ｌ:6>てかか！,8,False,False,True,D8 6A 05 0C 21 20 20 02,False
0xB48,0x3E400,unclassified_pointer,,ムぞ<N:＄:1><N:ｌ:6>てかか！<N:≠:16>,9,False,False,True,D8 6A 05 0C 21 20 20 02 04,False
0xB4C,0x3E420,unclassified_pointer,,ムぞ<N:＄:1><N:ｌ:6>てかか！,8,False,False,True,D8 6A 05 0C 21 20 20 02,False
0xB50,0x3E438,unclassified_pointer,,ムぞ<N:＄:1><N:ｌ:6>てかか！’,9,False,False,True,D8 6A 05 0C 21 20 20 02 08,False
0xB54,0x3E458,unclassified_pointer,,ムぞ<N:＄:1><N:ｌ:6>てかか！き,9,False,False,True,D8 6A 05 0C 21 20 20 02 44,False
0xB58,0x3E47C,unclassified_pointer,,ムぞ<N:＄:1><N:ｌ:6>てかか！き,9,False,False,True,D8 6A 05 0C 21 20 20 02 44,False
0xB64,0x3E4D8,unclassified_pointer,,てかや！男戦<N:＄:1><N:ｌ:6>てはか！<N:≠:16>,13,False,False,True,21 20 40 02 B3 63 05 0C 21 28 20 02 04,False
0xB6C,0x3FC64,unclassified_pointer,,か<N:ク:12>”？軍<CTRL:E2>戦、,8,False,False,True,20 80 03 3C BA E2 63 24,False
0xB70,0x3FC90,unclassified_pointer,,か<N:ク:12>！？軍<CTRL:E2>ア僧,8,False,False,True,20 80 02 3C BA E2 42 84,False
0xB74,0x3FCC8,unclassified_pointer,,か<N:ク:12>！？軍<CTRL:E2>ア僧,8,False,False,True,20 80 02 3C BA E2 42 84,False
0xB78,0x3FD00,unclassified_pointer,,か<N:ク:12>”？軍<CTRL:E2>戦僧,8,False,False,True,20 80 03 3C BA E2 63 84,False
0xB7C,0x3FD40,unclassified_pointer,,一ョ<N:＄:1><N:ｌ:6>,4,False,False,True,8E 69 05 0C,False
0xB84,0x3FDC0,unclassified_pointer,,地ョ<N:＄:1><N:ｌ:6>,4,False,False,True,90 69 05 0C,False
0xB88,0x40460,unclassified_pointer,,<N:ｃ:12><N:ク:12><N:≠:16>？シ男僧、オチ<N:＄:1><N:ｌ:6>,12,False,False,True,16 80 04 3C 60 B3 84 24 8F 6C 05 0C,False
0xB8C,0x40478,unclassified_pointer,,<N:ｃ:12><N:ク:12><N:≠:16>？自男僧、オチ<N:＄:1><N:ｌ:6>,12,False,False,True,16 80 04 3C A4 B3 84 24 8F 6C 05 0C,False
0xB90,0x40490,unclassified_pointer,,<N:ｃ:12><N:ク:12><N:≠:16>？<CTRL:E8>男僧、オチ<N:＄:1><N:ｌ:6>,12,False,False,True,16 80 04 3C E8 B3 84 24 8F 6C 05 0C,False
0xB94,0x404A8,unclassified_pointer,,<N:ｃ:12><N:ク:12><N:≠:16>？ゃベ僧、オチ<N:＄:1><N:ｌ:6>,12,False,False,True,16 80 04 3C 48 B4 84 24 8F 6C 05 0C,False
0xB98,0x404C0,unclassified_pointer,,ラみ<N:＄:1><N:ｌ:6>,4,False,False,True,57 6D 05 0C,False
0xB9C,0x404D0,unclassified_pointer,,軍み<N:＄:1><N:ｌ:6>,4,False,False,True,BA 6D 05 0C,False
0xBA4,0x404F0,unclassified_pointer,,<N:ｃ:12><N:ク:12><N:≠:16>？<N:７:11>上僧、<CTRL:FD>み<N:＄:1><N:ｌ:6>,12,False,False,True,16 80 04 3C 18 B9 84 24 FD 6D 05 0C,False
0xBA8,0x40508,unclassified_pointer,,<N:ｃ:12><N:ク:12><N:≠:16>？ト上僧、<CTRL:FD>み<N:＄:1><N:ｌ:6>,12,False,False,True,16 80 04 3C 5C B9 84 24 FD 6D 05 0C,False
0xBAC,0x40520,unclassified_pointer,,<N:ｃ:12><N:ク:12><N:≠:16>？士軍僧、<CTRL:FD>み<N:＄:1><N:ｌ:6>,12,False,False,True,16 80 04 3C 68 BA 84 24 FD 6D 05 0C,False
0xBB0,0x40538,unclassified_pointer,,<N:ｃ:12><N:ク:12><N:≠:16>？げ軍僧、<CTRL:FD>み<N:＄:1><N:ｌ:6>,12,False,False,True,16 80 04 3C 9C BA 84 24 FD 6D 05 0C,False
0xBB4,0x40550,unclassified_pointer,,<N:ｃ:12><N:ク:12><N:≠:16>？<CTRL:E8>軍僧、<CTRL:FD>み<N:＄:1><N:ｌ:6>,12,False,False,True,16 80 04 3C E8 BA 84 24 FD 6D 05 0C,False
0xBB8,0x40568,unclassified_pointer,,<N:ｃ:12><N:ク:12><N:≠:16>？ンヤ僧、<CTRL:FD>み<N:＄:1><N:ｌ:6>,12,False,False,True,16 80 04 3C 34 BB 84 24 FD 6D 05 0C,False
0xBBC,0x40580,unclassified_pointer,,<N:ｃ:12><N:ク:12><N:≠:16>？メヤ僧、<CTRL:FD>み<N:＄:1><N:ｌ:6>,12,False,False,True,16 80 04 3C 78 BB 84 24 FD 6D 05 0C,False
0xBC0,0x40598,unclassified_pointer,,<N:ｃ:12><N:ク:12><N:≠:16>？カヤ僧、<CTRL:FD>み<N:＄:1><N:ｌ:6>,12,False,False,True,16 80 04 3C BC BB 84 24 FD 6D 05 0C,False
0xBC4,0x405B0,unclassified_pointer,,<N:ｃ:12><N:ク:12><N:≠:16>？3カ僧、<CTRL:FD>み<N:＄:1><N:ｌ:6>,12,False,False,True,16 80 04 3C 14 BC 84 24 FD 6D 05 0C,False
0xBC8,0x405C8,unclassified_pointer,,<N:ｃ:12><N:ク:12><N:≠:16>？ベカ僧、<CTRL:FD>み<N:＄:1><N:ｌ:6>,12,False,False,True,16 80 04 3C B4 BC 84 24 FD 6D 05 0C,False
0xBCC,0x405E0,unclassified_pointer,,<N:ｃ:12><N:ク:12><N:≠:16>？ど敵僧、<CTRL:FD>み<N:＄:1><N:ｌ:6>,12,False,False,True,16 80 04 3C 54 BD 84 24 FD 6D 05 0C,False
0xBD0,0x405F8,unclassified_pointer,,<N:ｃ:12><N:ク:12><N:≠:16>？聞敵僧、<CTRL:FD>み<N:＄:1><N:ｌ:6>,12,False,False,True,16 80 04 3C 88 BD 84 24 FD 6D 05 0C,False
0xBD4,0x40610,unclassified_pointer,,<N:ｃ:12><N:ク:12><N:≠:16>？カ敵僧、<CTRL:FD>み<N:＄:1><N:ｌ:6>,12,False,False,True,16 80 04 3C BC BD 84 24 FD 6D 05 0C,False
0xBD8,0x40628,unclassified_pointer,,ナ<N:リ:12><N:＄:1><N:ｌ:6>,4,False,False,True,7C 6F 05 0C,False
0xBDC,0x40638,unclassified_pointer,,フ<N:リ:12><N:＄:1><N:ｌ:6>,4,False,False,True,A6 6F 05 0C,False
0xBE0,0x40648,unclassified_pointer,,軍<N:リ:12><N:＄:1><N:ｌ:6>,4,False,False,True,BA 6F 05 0C,False
0xBE4,0x40658,unclassified_pointer,,所<N:リ:12><N:＄:1><N:ｌ:6>てか,6,False,False,True,C2 6F 05 0C 21 20,False
0xBE8,0x40668,unclassified_pointer,,所<N:リ:12><N:＄:1><N:ｌ:6> ,5,False,False,True,C2 6F 05 0C 01,False
0xBEC,0x40678,unclassified_pointer,,<N:＄:1>下<N:＄:1><N:ｌ:6>て<N:ク:12>,6,False,False,True,05 70 05 0C 21 80,False
0xBF0,0x40688,unclassified_pointer,,め下<N:＄:1><N:ｌ:6>,4,False,False,True,51 70 05 0C,False
0xBF4,0x40698,unclassified_pointer,,者下<N:＄:1><N:ｌ:6>,4,False,False,True,7E 70 05 0C,False
0xBF8,0x406A8,unclassified_pointer,,ウ行<N:＄:1><N:ｌ:6>,4,False,False,True,71 74 05 0C,False
0xBFC,0x406B8,unclassified_pointer,,ナ行<N:＄:1><N:ｌ:6>,4,False,False,True,7C 74 05 0C,False
0xC00,0x406C8,unclassified_pointer,,ト行<N:＄:1><N:ｌ:6>,4,False,False,True,5C 74 05 0C,False
0xC04,0x406D8,unclassified_pointer,,気下<N:＄:1><N:ｌ:6>,4,False,False,True,A9 70 05 0C,False
0xC0C,0x406F8,unclassified_pointer,,にウ<N:＄:1><N:ｌ:6>て<N:ク:12>,6,False,False,True,23 71 05 0C 21 80,False
0xC10,0x40708,unclassified_pointer,,ちウ<N:＄:1><N:ｌ:6>,4,False,False,True,4B 71 05 0C,False
0xC14,0x40718,unclassified_pointer,,ろウ<N:＄:1><N:ｌ:6>,4,False,False,True,55 71 05 0C,False
0xC18,0x40728,unclassified_pointer,,ぞウ<N:＄:1><N:ｌ:6>,4,False,False,True,6A 71 05 0C,False
0xC1C,0x40738,unclassified_pointer,,へウ<N:＄:1><N:ｌ:6>,4,False,False,True,8A 71 05 0C,False
0xC20,0x40748,unclassified_pointer,,上ウ<N:＄:1><N:ｌ:6>,4,False,False,True,B9 71 05 0C,False
0xC24,0x40758,unclassified_pointer,,ぶウ<N:＄:1><N:ｌ:6>,4,False,False,True,CA 71 05 0C,False
0xC2C,0x40778,unclassified_pointer,,ルピ<N:＄:1><N:ｌ:6>,4,False,False,True,53 72 05 0C,False
0xC30,0x40788,unclassified_pointer,,手ピ<N:＄:1><N:ｌ:6>,4,False,False,True,87 72 05 0C,False
0xC34,0x40798,unclassified_pointer,,<N:リ:12>ょ<N:＄:1><N:ｌ:6>,4,False,False,True,6F 73 05 0C,False
0xC38,0x407A8,unclassified_pointer,,員ょ<N:＄:1><N:ｌ:6>,4,False,False,True,8D 73 05 0C,False
0xC3C,0x407B8,unclassified_pointer,,石ょ<N:＄:1><N:ｌ:6>て<N:ク:12>,6,False,False,True,94 73 05 0C 21 80,False
0xC40,0x407C8,unclassified_pointer,,気ょ<N:＄:1><N:ｌ:6>て<N:ク:12>,6,False,False,True,A9 73 05 0C 21 80,False
0xC44,0x407D8,unclassified_pointer,,男ょ<N:＄:1><N:ｌ:6>,4,False,False,True,B3 73 05 0C,False
0xC48,0x407E8,unclassified_pointer,,攻ょ<N:＄:1><N:ｌ:6>,4,False,False,True,D0 73 05 0C,False
0xC58,0x40828,unclassified_pointer,,マ行<N:＄:1><N:ｌ:6>,4,False,False,True,64 74 05 0C,False
0xC5C,0x40838,unclassified_pointer,,4<N:ク:12>！？動ジア、い<N:ク:12> ？<N:゜:22>る目聞チ<N:＄:1>’,20,False,False,True,15 80 02 3C DC 7F 42 24 1B 80 01 3C E0 1A 22 AC 88 6C 05 08,False
0xC60,0x40850,unclassified_pointer,,え行<N:＄:1><N:ｌ:6>て聞,6,False,False,True,46 74 05 0C 21 88,False
0xC68,0x40870,unclassified_pointer,,士何<N:＄:1><N:ｌ:6>,4,False,False,True,68 6E 05 0C,False
0xC6C,0x40880,unclassified_pointer,,デ何<N:＄:1><N:ｌ:6>,4,False,False,True,81 6E 05 0C,False
0xC70,0x40890,unclassified_pointer,,僧行<N:＄:1><N:ｌ:6>,4,False,False,True,84 74 05 0C,False
0xC74,0x408A0,unclassified_pointer,,本行<N:＄:1><N:ｌ:6>,4,False,False,True,92 74 05 0C,False
0xC78,0x408B0,unclassified_pointer,,者ょ<N:＄:1><N:ｌ:6>,4,False,False,True,7E 73 05 0C,False
0xC7C,0x408C0,unclassified_pointer,,っ行<N:＄:1><N:ｌ:6>,4,False,False,True,A1 74 05 0C,False
0xC84,0x408E0,unclassified_pointer,,<N:ｃ:12><N:ク:12><N:≠:16>？攻聞僧、<CTRL:FD>み<N:＄:1><N:ｌ:6>,12,False,False,True,16 80 04 3C D0 D3 84 24 FD 6D 05 0C,False
0xC88,0x408F8,unclassified_pointer,,<N:ｃ:12><N:ク:12><N:≠:16>？<N:≠:16>長僧、<CTRL:FD>み<N:＄:1><N:ｌ:6>,12,False,False,True,16 80 04 3C 04 D4 84 24 FD 6D 05 0C,False
0xC8C,0x40910,unclassified_pointer,,<N:ｃ:12><N:ク:12><N:≠:16>？ゃ長僧、<CTRL:FD>み<N:＄:1><N:ｌ:6>,12,False,False,True,16 80 04 3C 48 D4 84 24 FD 6D 05 0C,False
0xC90,0x40928,unclassified_pointer,,<N:ｃ:12><N:ク:12><N:≠:16>？ナ長僧、<CTRL:FD>み<N:＄:1><N:ｌ:6>,12,False,False,True,16 80 04 3C 7C D4 84 24 FD 6D 05 0C,False
0xC94,0x40940,unclassified_pointer,,<N:ｃ:12><N:ク:12><N:≠:16>？<N:ぇ:2>長僧、<CTRL:FD>み<N:＄:1><N:ｌ:6>,12,False,False,True,16 80 04 3C C0 D4 84 24 FD 6D 05 0C,False
0xC98,0x40958,unclassified_pointer,,<N:ｃ:12><N:ク:12><N:≠:16>？<CTRL:F4>長僧、<CTRL:FD>み<N:＄:1><N:ｌ:6>,12,False,False,True,16 80 04 3C F4 D4 84 24 FD 6D 05 0C,False
0xC9C,0x40970,unclassified_pointer,,クっ<N:＄:1><N:ｌ:6>,4,False,False,True,4E 75 05 0C,False
0xCA0,0x40980,unclassified_pointer,,ピっ<N:＄:1><N:ｌ:6>,4,False,False,True,72 75 05 0C,False
0xCA4,0x40990,unclassified_pointer,,手っ<N:＄:1><N:ｌ:6>,4,False,False,True,87 75 05 0C,False
0xCA8,0x409A0,unclassified_pointer,,びっ<N:＄:1><N:ｌ:6>,4,False,False,True,99 75 05 0C,False
0xCAC,0x409B0,unclassified_pointer,,ュっ<N:＄:1><N:ｌ:6>,4,False,False,True,AB 75 05 0C,False
0xCB0,0x409C0,unclassified_pointer,,我っ<N:＄:1><N:ｌ:6>,4,False,False,True,BE 75 05 0C,False
0xCB4,0x409D0,unclassified_pointer,,攻っ<N:＄:1><N:ｌ:6>,4,False,False,True,D0 75 05 0C,False
0xCBC,0x409F0,unclassified_pointer,,<N:ｃ:12><N:ク:12><N:≠:16>？マカ僧、<CTRL:FD>み<N:＄:1><N:ｌ:6>,12,False,False,True,16 80 04 3C 64 BC 84 24 FD 6D 05 0C,False
0xD60,0x42398,unclassified_pointer,,精ょ<N:＄:1>’,4,False,False,True,4D 73 05 08,False
0xD84,0x424E4,unclassified_pointer,,か<N:ク:12>！？長<CTRL:E2>ア石精ょ<N:＄:1>’,12,False,False,True,20 80 02 3C D4 E2 42 94 4D 73 05 08,False
0xD90,0x42880,unclassified_pointer,,て参<N:≠:16><N:ｌ:6>,4,False,False,True,21 A5 04 0C,False
0xD94,0x42890,unclassified_pointer,,メ参<N:≠:16><N:ｌ:6>,4,False,False,True,78 A5 04 0C,False
0xD98,0x428A0,unclassified_pointer,,参参<N:≠:16><N:ｌ:6>,4,False,False,True,A5 A5 04 0C,False
0xD9C,0x428B0,unclassified_pointer,,ンフ<N:≠:16><N:ｌ:6>,4,False,False,True,34 A6 04 0C,False
0xDA0,0x428C0,unclassified_pointer,,チ参<N:≠:16><N:ｌ:6>,4,False,False,True,6C A5 04 0C,False
0xDA8,0x428E0,unclassified_pointer,,戻参<N:≠:16><N:ｌ:6>,4,False,False,True,D9 A5 04 0C,False
0xDB0,0x42900,unclassified_pointer,,チフ<N:≠:16><N:ｌ:6>,4,False,False,True,6C A6 04 0C,False
0xDD4,0x47520,unclassified_pointer,,て<N:ﾉ:6>か！か,5,False,False,True,21 10 20 02 20,False
0xDD8,0x47520,unclassified_pointer,,て<N:ﾉ:6>か！か,5,False,False,True,21 10 20 02 20,False
0xDE4,0x47520,unclassified_pointer,,て<N:ﾉ:6>か！か,5,False,False,True,21 10 20 02 20,False
0xDEC,0x47520,unclassified_pointer,,て<N:ﾉ:6>か！か,5,False,False,True,21 10 20 02 20,False
0xDF0,0x47520,unclassified_pointer,,て<N:ﾉ:6>か！か,5,False,False,True,21 10 20 02 20,False
0xDF4,0x47520,unclassified_pointer,,て<N:ﾉ:6>か！か,5,False,False,True,21 10 20 02 20,False
0xDF8,0x474DC,unclassified_pointer,,た<N:ク:12><N:≠:16>？命4僧すよっ<N:≠:16><N:ｌ:6><N:ﾉ:6>,13,False,False,True,1F 80 04 3C CC 15 84 8C 3D A1 04 0C 10,False
0xDFC,0x474DC,unclassified_pointer,,た<N:ク:12><N:≠:16>？命4僧すよっ<N:≠:16><N:ｌ:6><N:ﾉ:6>,13,False,False,True,1F 80 04 3C CC 15 84 8C 3D A1 04 0C 10,False
0xE20,0x4A74C,unclassified_pointer,,戻闘<N:＄:1><N:ｌ:6>,4,False,False,True,D9 93 05 0C,False
0xE28,0x4B768,unclassified_pointer,,<N:ｃ:12><N:ク:12>！？<N:ク:12>力ア、た<N:ク:12> ？僧うる目<N:ъ:14>待<N:＄:1>’,20,False,False,True,16 80 02 3C 80 61 42 24 1F 80 01 3C 84 26 22 AC 1A 98 05 08,False
0xE2C,0x4B868,unclassified_pointer,,聖待<N:＄:1><N:ｌ:6>,4,False,False,True,CD 98 05 0C,False
0xE30,0x4B780,unclassified_pointer,,た<N:ク:12><N:ﾉ:6>？下う<N:ﾉ:6>う,8,False,False,True,1F 80 10 3C 70 26 10 26,False
0xE34,0x4B780,unclassified_pointer,,た<N:ク:12><N:ﾉ:6>？下う<N:ﾉ:6>う,8,False,False,True,1F 80 10 3C 70 26 10 26,False
0xE38,0x4B868,unclassified_pointer,,聖待<N:＄:1><N:ｌ:6>,4,False,False,True,CD 98 05 0C,False
0xE3C,0x4B7EC,unclassified_pointer,,た<N:ク:12><N:ﾉ:6>？下う<N:ﾉ:6>う,8,False,False,True,1F 80 10 3C 70 26 10 26,False
0xE40,0x4B808,unclassified_pointer,,た<N:ク:12><N:ﾉ:6>？下う<N:ﾉ:6>う,8,False,False,True,1F 80 10 3C 70 26 10 26,False
0xE78,0x565A8,unclassified_pointer,,い<N:ク:12>！？シ<N:ｃ:12>アすナ後<N:＄:1>’,12,False,False,True,1B 80 02 3C 60 16 42 8C 7C C3 05 08,False
0xE7C,0x565B8,unclassified_pointer,,い<N:ク:12>！？シ<N:ｃ:12>アす僧後<N:＄:1>’,12,False,False,True,1B 80 02 3C 60 16 42 8C 84 C3 05 08,False
0xE80,0x565C8,unclassified_pointer,,い<N:ク:12>！？シ<N:ｃ:12>アすす後<N:＄:1>’,12,False,False,True,1B 80 02 3C 60 16 42 8C 8C C3 05 08,False
0xE84,0x565D8,unclassified_pointer,,い<N:ク:12>！？シ<N:ｃ:12>アす石後<N:＄:1>’,12,False,False,True,1B 80 02 3C 60 16 42 8C 94 C3 05 08,False
0xE88,0x565E8,unclassified_pointer,,い<N:ク:12>！？マ<N:ｃ:12>アす,8,False,False,True,1B 80 02 3C 64 16 42 8C,False
0xE8C,0x56608,unclassified_pointer,,い<N:ク:12>！？マ<N:ｃ:12>アす,8,False,False,True,1B 80 02 3C 64 16 42 8C,False
0xE90,0x56628,unclassified_pointer,,い<N:ク:12>！？マ<N:ｃ:12>アす,8,False,False,True,1B 80 02 3C 64 16 42 8C,False
0xE94,0x56648,unclassified_pointer,,い<N:ク:12>！？マ<N:ｃ:12>アす,8,False,False,True,1B 80 02 3C 64 16 42 8C,False
0xE98,0x56668,unclassified_pointer,,い<N:ク:12>！？シ<N:ｃ:12>アす,8,False,False,True,1B 80 02 3C 60 16 42 8C,False
0xE9C,0x58468,unclassified_pointer,,ま様<N:＄:1>’ ,5,False,False,True,27 CB 05 08 01,False
0xEA0,0x58470,unclassified_pointer,,は様<N:＄:1>’,4,False,False,True,28 CB 05 08,False
0xEB4,0x590DC,unclassified_pointer,,てかか！リ,5,False,False,True,21 20 20 02 6B,False
0xEB8,0x590F0,unclassified_pointer,,てかか！リ,5,False,False,True,21 20 20 02 6B,False
0xEBC,0x59104,unclassified_pointer,,てかか！リ,5,False,False,True,21 20 20 02 6B,False
0xEC0,0x59118,unclassified_pointer,,てかか！リ,5,False,False,True,21 20 20 02 6B,False
0xEC8,0x5912C,unclassified_pointer,,てかか！リ,5,False,False,True,21 20 20 02 6B,False
0xECC,0x5A888,unclassified_pointer,,者長<N:＄:1>’,4,False,False,True,7E D4 05 08,False
0xED0,0x5A890,unclassified_pointer,,者長<N:＄:1>’！,5,False,False,True,7E D4 05 08 02,False
0xED4,0x5A898,unclassified_pointer,,者長<N:＄:1>’<N:≠:16>,5,False,False,True,7E D4 05 08 04,False
0xED8,0x5A8A0,unclassified_pointer,,者長<N:＄:1>’’,5,False,False,True,7E D4 05 08 08,False
0xEDC,0x5A8A8,unclassified_pointer,,て<N:ﾉ:6>私,3,False,False,True,21 10 85,False
0xEE0,0x5A8A8,unclassified_pointer,,て<N:ﾉ:6>私,3,False,False,True,21 10 85,False
0xEE4,0x5A8A8,unclassified_pointer,,て<N:ﾉ:6>私,3,False,False,True,21 10 85,False
0xEE8,0x5A8A8,unclassified_pointer,,て<N:ﾉ:6>私,3,False,False,True,21 10 85,False
0xEEC,0x5A8A8,unclassified_pointer,,て<N:ﾉ:6>私,3,False,False,True,21 10 85,False
0xEF0,0x5A8A8,unclassified_pointer,,て<N:ﾉ:6>私,3,False,False,True,21 10 85,False
0xEF4,0x5A8A8,unclassified_pointer,,て<N:ﾉ:6>私,3,False,False,True,21 10 85,False
0xEF8,0x5A8A8,unclassified_pointer,,て<N:ﾉ:6>私,3,False,False,True,21 10 85,False
0xEFC,0x5A8B4,unclassified_pointer,,者長<N:＄:1>’3,5,False,False,True,7E D4 05 08 14,False
0xF04,0x5A900,unclassified_pointer,,者長<N:＄:1>’<N:７:11>,5,False,False,True,7E D4 05 08 18,False
0xF0C,0x5A94C,unclassified_pointer,,者長<N:＄:1>’の,5,False,False,True,7E D4 05 08 1C,False
0xF10,0x5A954,unclassified_pointer,,者長<N:＄:1>’し,5,False,False,True,7E D4 05 08 1E,False
0xF14,0x5A95C,unclassified_pointer,,者長<N:＄:1>’か,5,False,False,True,7E D4 05 08 20,False
0xF18,0x5A964,unclassified_pointer,,者長<N:＄:1>’る,5,False,False,True,7E D4 05 08 22,False
0xF1C,0x5A96C,unclassified_pointer,,者長<N:＄:1>’、,5,False,False,True,7E D4 05 08 24,False
0xF20,0x5A974,unclassified_pointer,,者長<N:＄:1>’う,5,False,False,True,7E D4 05 08 26,False
0xF24,0x5A97C,unclassified_pointer,,者長<N:＄:1>’は,5,False,False,True,7E D4 05 08 28,False
0xF28,0x5A984,unclassified_pointer,,者長<N:＄:1>’が,5,False,False,True,7E D4 05 08 2A,False
0xF2C,0x5A98C,unclassified_pointer,,者長<N:＄:1>’・,5,False,False,True,7E D4 05 08 2C,False
0xF30,0x5A994,unclassified_pointer,,者長<N:＄:1>’こ,5,False,False,True,7E D4 05 08 2E,False
0xF34,0x5A99C,unclassified_pointer,,者長<N:＄:1>’で,5,False,False,True,7E D4 05 08 30,False
0xF38,0x5A9A4,unclassified_pointer,,者長<N:＄:1>’れ,5,False,False,True,7E D4 05 08 32,False
0xF3C,0x5A9AC,unclassified_pointer,,者長<N:＄:1>’ら,5,False,False,True,7E D4 05 08 33,False
0xF40,0x5A9B4,unclassified_pointer,,者長<N:＄:1>’ン,5,False,False,True,7E D4 05 08 34,False
0xF44,0x5A9BC,unclassified_pointer,,者長<N:＄:1>’だ,5,False,False,True,7E D4 05 08 35,False
0xF48,0x5A9C4,unclassified_pointer,,者長<N:＄:1>’と,5,False,False,True,7E D4 05 08 36,False
0xF4C,0x5A9CC,unclassified_pointer,,者長<N:＄:1>’。,5,False,False,True,7E D4 05 08 37,False
0xF50,0x5A9D4,unclassified_pointer,,者長<N:＄:1>’も,5,False,False,True,7E D4 05 08 38,False
0xF54,0x5A9DC,unclassified_pointer,,て<N:ﾉ:6>私,3,False,False,True,21 10 85,False
